,LotShape,LotConfig,BldgType,ExterQual,Foundation,BsmtQual,BsmtFinType1,HeatingQC,KitchenQual,FireplaceQu,GarageType,GarageFinish
832,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,6.0,2.0
833,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,0.0,6.0,1.0
834,9.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,4.0,0.0,6.0,1.0
835,9.0,2.0,2.0,3.0,4.0,3.0,3.0,4.0,3.0,0.0,2.0,1.0
836,9.0,2.0,7.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
837,9.0,2.0,2.0,3.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,1.0
838,9.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,0.0,2.0,1.0
839,7.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,2.0,0.0,2.0,1.0
840,9.0,2.0,2.0,3.0,6.0,3.0,1.0,4.0,4.0,1.0,2.0,1.0
841,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,6.0,2.0
842,9.0,4.0,5.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0
843,7.0,2.0,2.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,2.0,1.0
844,7.0,5.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,5.0,3.0
845,9.0,2.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,3.0,6.0,1.0
846,7.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,2.0,6.0,1.0
847,5.0,2.0,2.0,3.0,4.0,3.0,1.0,3.0,3.0,4.0,2.0,1.0
848,9.0,7.0,2.0,4.0,5.0,3.0,1.0,5.0,3.0,3.0,6.0,2.0
849,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
850,9.0,2.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,3.0
851,9.0,2.0,2.0,3.0,5.0,3.0,3.0,4.0,3.0,4.0,2.0,1.0
852,7.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,2.0,6.0,2.0
853,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,4.0,6.0,1.0
854,7.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,2.0,1.0
855,7.0,2.0,2.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,2.0,1.0
856,9.0,2.0,2.0,3.0,6.0,4.0,1.0,4.0,3.0,3.0,6.0,3.0
857,9.0,2.0,2.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,6.0,2.0
858,7.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,4.0,4.0,6.0,1.0
859,9.0,4.0,2.0,4.0,4.0,3.0,1.0,4.0,4.0,4.0,2.0,1.0
860,9.0,2.0,4.0,3.0,6.0,3.0,4.0,5.0,3.0,0.0,6.0,1.0
861,9.0,4.0,2.0,3.0,6.0,4.0,6.0,3.0,3.0,0.0,6.0,1.0
862,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,1.0
863,9.0,2.0,2.0,4.0,6.0,5.0,1.0,5.0,4.0,0.0,6.0,3.0
864,7.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
865,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
866,9.0,4.0,2.0,3.0,5.0,3.0,5.0,3.0,2.0,0.0,6.0,2.0
867,5.0,4.0,2.0,3.0,2.0,0.0,0.0,4.0,3.0,3.0,6.0,1.0
868,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
869,9.0,2.0,2.0,3.0,5.0,3.0,1.0,4.0,3.0,0.0,2.0,1.0
870,9.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
871,9.0,4.0,2.0,4.0,3.0,3.0,1.0,4.0,4.0,0.0,6.0,1.0
872,9.0,2.0,2.0,4.0,5.0,3.0,3.0,4.0,3.0,4.0,6.0,1.0
873,9.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,0.0,2.0,1.0
874,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,5.0,4.0,4.0,3.0
875,9.0,2.0,2.0,3.0,6.0,3.0,5.0,4.0,3.0,0.0,6.0,1.0
876,9.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
877,7.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,0.0,2.0,1.0
878,7.0,5.0,2.0,4.0,5.0,3.0,5.0,5.0,3.0,0.0,6.0,1.0
879,9.0,2.0,2.0,3.0,6.0,5.0,5.0,4.0,3.0,0.0,6.0,3.0
880,7.0,5.0,2.0,4.0,5.0,4.0,2.0,5.0,4.0,3.0,6.0,2.0
881,7.0,4.0,2.0,3.0,6.0,4.0,1.0,4.0,3.0,3.0,4.0,2.0
882,9.0,2.0,2.0,4.0,6.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
883,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,2.0
884,7.0,5.0,7.0,4.0,6.0,5.0,6.0,5.0,4.0,3.0,6.0,3.0
885,9.0,4.0,5.0,3.0,5.0,3.0,2.0,5.0,3.0,0.0,6.0,3.0
886,7.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,3.0,0.0,6.0,1.0
887,7.0,2.0,2.0,4.0,6.0,3.0,5.0,5.0,4.0,3.0,6.0,1.0
888,9.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,3.0,6.0,2.0
889,9.0,4.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,1.0,2.0,1.0
890,9.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,3.0,6.0,2.0
891,9.0,2.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,0.0,6.0,2.0
892,9.0,2.0,2.0,3.0,6.0,4.0,4.0,3.0,3.0,4.0,6.0,1.0
893,9.0,2.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,6.0,1.0
894,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,6.0,2.0
895,9.0,2.0,2.0,3.0,4.0,3.0,5.0,5.0,3.0,0.0,2.0,1.0
896,9.0,2.0,5.0,3.0,2.0,0.0,0.0,3.0,3.0,0.0,2.0,1.0
897,7.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
898,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,6.0,1.0
899,7.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
900,7.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
901,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,3.0
902,7.0,5.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
903,7.0,2.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,0.0,6.0,1.0
904,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,6.0,2.0
905,7.0,4.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
906,7.0,2.0,2.0,4.0,5.0,4.0,3.0,4.0,4.0,4.0,6.0,3.0
907,7.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,0.0,6.0,1.0
908,5.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,3.0
909,9.0,4.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0
910,7.0,5.0,2.0,3.0,5.0,4.0,5.0,3.0,4.0,0.0,2.0,1.0
911,9.0,2.0,2.0,3.0,4.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0
912,9.0,2.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,7.0,1.0
913,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,2.0,2.0
914,9.0,2.0,7.0,3.0,5.0,3.0,1.0,2.0,3.0,0.0,6.0,1.0
915,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
916,9.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,0.0,6.0,2.0
917,7.0,4.0,2.0,4.0,6.0,5.0,4.0,5.0,4.0,3.0,6.0,2.0
918,7.0,4.0,2.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,6.0,1.0
919,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
920,9.0,2.0,5.0,3.0,5.0,3.0,5.0,4.0,3.0,0.0,0.0,0.0
921,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
922,9.0,2.0,7.0,4.0,6.0,4.0,2.0,5.0,4.0,2.0,6.0,2.0
923,9.0,2.0,2.0,3.0,5.0,4.0,4.0,3.0,3.0,3.0,6.0,1.0
924,7.0,4.0,2.0,3.0,6.0,4.0,5.0,3.0,5.0,0.0,6.0,2.0
925,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,5.0,4.0,4.0,3.0
926,9.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,4.0,6.0,2.0
927,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,5.0,3.0,6.0,2.0
928,7.0,4.0,2.0,3.0,6.0,4.0,1.0,4.0,4.0,3.0,4.0,3.0
929,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
930,9.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,0.0,2.0,1.0
931,7.0,4.0,2.0,5.0,6.0,5.0,1.0,5.0,5.0,4.0,6.0,3.0
932,9.0,7.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
933,5.0,2.0,2.0,3.0,5.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
934,7.0,2.0,2.0,3.0,6.0,2.0,1.0,4.0,3.0,0.0,2.0,1.0
935,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
936,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
937,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
938,9.0,2.0,2.0,3.0,5.0,3.0,1.0,5.0,3.0,3.0,6.0,1.0
939,7.0,2.0,5.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,6.0,1.0
940,7.0,7.0,2.0,4.0,6.0,4.0,5.0,5.0,4.0,3.0,4.0,2.0
941,7.0,2.0,5.0,3.0,6.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0
942,9.0,2.0,5.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,6.0,1.0
943,7.0,5.0,2.0,3.0,5.0,3.0,6.0,4.0,4.0,4.0,5.0,2.0
944,9.0,4.0,2.0,3.0,4.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0
945,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,3.0,6.0,2.0
946,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
947,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,6.0,2.0
948,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,3.0,6.0,2.0
949,9.0,2.0,2.0,3.0,5.0,3.0,5.0,4.0,4.0,0.0,2.0,2.0
950,9.0,4.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,0.0,2.0,1.0
951,9.0,2.0,2.0,3.0,5.0,4.0,6.0,4.0,3.0,0.0,2.0,3.0
952,7.0,2.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,1.0,6.0,2.0
953,7.0,5.0,5.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,0.0,0.0
954,7.0,2.0,5.0,3.0,5.0,4.0,3.0,3.0,3.0,0.0,6.0,1.0
955,9.0,2.0,7.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,6.0,3.0
956,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,2.0,3.0
957,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
958,9.0,7.0,7.0,4.0,6.0,4.0,5.0,5.0,4.0,0.0,2.0,1.0
959,7.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,3.0,0.0,0.0,0.0
960,7.0,4.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,6.0,3.0
961,9.0,4.0,7.0,3.0,5.0,4.0,5.0,3.0,4.0,3.0,2.0,1.0
962,7.0,4.0,2.0,4.0,6.0,5.0,1.0,5.0,5.0,0.0,6.0,3.0
963,9.0,4.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0
964,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,3.0
965,7.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,3.0,3.0,2.0,1.0
966,7.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,6.0,1.0
967,9.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,0.0,0.0,0.0
968,9.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,6.0,2.0
969,9.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0
970,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,4.0,2.0
971,9.0,2.0,7.0,3.0,5.0,4.0,1.0,3.0,3.0,3.0,6.0,1.0
972,9.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,3.0
973,7.0,4.0,2.0,3.0,4.0,4.0,1.0,3.0,4.0,0.0,2.0,1.0
974,9.0,7.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,2.0,1.0
975,7.0,2.0,2.0,3.0,6.0,4.0,1.0,3.0,2.0,0.0,0.0,0.0
976,7.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
977,9.0,2.0,2.0,3.0,5.0,3.0,2.0,5.0,3.0,0.0,2.0,1.0
978,9.0,4.0,2.0,3.0,6.0,3.0,3.0,3.0,3.0,0.0,2.0,1.0
979,7.0,4.0,2.0,5.0,5.0,3.0,5.0,4.0,5.0,0.0,6.0,2.0
980,7.0,4.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
981,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,3.0
982,9.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,1.0
983,9.0,2.0,5.0,3.0,5.0,0.0,0.0,3.0,4.0,0.0,6.0,1.0
984,9.0,2.0,4.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
985,9.0,4.0,2.0,3.0,5.0,3.0,1.0,4.0,4.0,0.0,6.0,1.0
986,7.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
987,7.0,2.0,2.0,3.0,5.0,3.0,2.0,3.0,4.0,3.0,6.0,3.0
988,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
989,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
990,9.0,4.0,2.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,6.0,1.0
991,9.0,2.0,2.0,3.0,5.0,3.0,4.0,4.0,4.0,2.0,6.0,2.0
992,9.0,2.0,2.0,3.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
993,9.0,7.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
994,7.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
995,7.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,0.0,6.0,1.0
996,7.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,6.0,2.0
997,9.0,2.0,2.0,3.0,4.0,3.0,1.0,2.0,3.0,4.0,2.0,1.0
998,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
999,9.0,4.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,0.0,2.0,1.0
1000,9.0,4.0,2.0,3.0,4.0,2.0,1.0,5.0,5.0,0.0,2.0,1.0
1001,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
1002,7.0,4.0,5.0,3.0,5.0,3.0,1.0,2.0,3.0,0.0,2.0,1.0
1003,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
1004,9.0,2.0,2.0,4.0,5.0,4.0,6.0,3.0,3.0,0.0,6.0,1.0
1005,2.0,2.0,2.0,3.0,5.0,4.0,2.0,4.0,3.0,3.0,6.0,1.0
1006,9.0,2.0,7.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,2.0
1007,7.0,5.0,2.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,6.0,3.0
1008,9.0,2.0,2.0,3.0,4.0,3.0,1.0,5.0,3.0,0.0,0.0,0.0
1009,9.0,2.0,2.0,3.0,5.0,3.0,1.0,3.0,3.0,4.0,6.0,1.0
1010,9.0,2.0,5.0,3.0,5.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0
1011,9.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,4.0,3.0,2.0,1.0
1012,9.0,2.0,2.0,3.0,4.0,3.0,5.0,3.0,3.0,0.0,2.0,1.0
1013,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,2.0,1.0
1014,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
1015,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,3.0
1016,7.0,5.0,7.0,4.0,5.0,4.0,6.0,4.0,4.0,5.0,6.0,2.0
1017,7.0,7.0,2.0,4.0,6.0,4.0,1.0,4.0,4.0,3.0,6.0,2.0
1018,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
1019,9.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
1020,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,2.0
1021,9.0,2.0,2.0,3.0,5.0,3.0,2.0,4.0,3.0,0.0,2.0,1.0
1022,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
1023,7.0,4.0,2.0,4.0,5.0,4.0,5.0,3.0,4.0,4.0,6.0,3.0
1024,9.0,4.0,2.0,3.0,5.0,3.0,2.0,3.0,3.0,0.0,2.0,1.0
1025,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,1.0
1026,7.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
1027,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,6.0,1.0
1028,9.0,2.0,7.0,3.0,5.0,3.0,4.0,4.0,3.0,0.0,2.0,1.0
1029,9.0,2.0,4.0,3.0,6.0,3.0,1.0,4.0,3.0,0.0,0.0,0.0
1030,9.0,4.0,2.0,3.0,4.0,3.0,6.0,5.0,3.0,3.0,5.0,3.0
1031,7.0,4.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,3.0,6.0,2.0
1032,9.0,2.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,1.0
1033,9.0,2.0,2.0,3.0,6.0,2.0,1.0,5.0,2.0,4.0,5.0,1.0
1034,7.0,5.0,2.0,3.0,2.0,0.0,0.0,5.0,3.0,0.0,2.0,1.0
1035,7.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,3.0
1036,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,3.0,4.0,3.0
1037,9.0,2.0,7.0,3.0,5.0,3.0,1.0,3.0,3.0,3.0,0.0,0.0
1038,9.0,2.0,7.0,3.0,5.0,4.0,6.0,3.0,3.0,0.0,6.0,1.0
1039,9.0,4.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,3.0,6.0,2.0
1040,9.0,2.0,2.0,3.0,5.0,3.0,6.0,4.0,4.0,0.0,6.0,1.0
1041,7.0,2.0,7.0,4.0,6.0,4.0,5.0,5.0,4.0,4.0,6.0,2.0
1042,9.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,5.0,6.0,1.0
1043,9.0,2.0,2.0,4.0,6.0,4.0,5.0,3.0,4.0,4.0,6.0,3.0
1044,7.0,5.0,2.0,3.0,2.0,0.0,0.0,5.0,3.0,4.0,6.0,1.0
1045,7.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,5.0,4.0,4.0,3.0
1046,5.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,3.0,0.0,2.0,1.0
1047,9.0,2.0,2.0,3.0,2.0,0.0,0.0,3.0,3.0,3.0,6.0,1.0
1048,9.0,2.0,2.0,3.0,5.0,0.0,0.0,5.0,4.0,0.0,2.0,1.0
1049,7.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,3.0
1050,7.0,4.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,3.0
1051,9.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,3.0,6.0,2.0
1052,9.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,4.0,5.0,1.0
1053,9.0,4.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
1054,9.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,6.0,3.0
1055,7.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
1056,5.0,7.0,2.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,4.0,3.0
1057,7.0,2.0,2.0,5.0,6.0,5.0,6.0,5.0,5.0,4.0,6.0,3.0
1058,7.0,4.0,2.0,3.0,5.0,3.0,3.0,3.0,3.0,4.0,2.0,1.0
1059,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,3.0
1060,9.0,2.0,2.0,2.0,5.0,3.0,1.0,3.0,3.0,0.0,2.0,2.0
1061,9.0,2.0,4.0,3.0,4.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
1062,9.0,2.0,2.0,3.0,4.0,3.0,4.0,4.0,4.0,4.0,2.0,1.0
1063,7.0,5.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,1.0,6.0,2.0
1064,9.0,2.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,0.0,6.0,2.0
1065,7.0,2.0,2.0,4.0,6.0,4.0,1.0,4.0,3.0,3.0,6.0,2.0
1066,9.0,2.0,2.0,3.0,5.0,3.0,6.0,3.0,3.0,0.0,6.0,2.0
1067,9.0,2.0,7.0,3.0,5.0,4.0,5.0,4.0,3.0,4.0,6.0,3.0
1068,9.0,2.0,2.0,3.0,5.0,3.0,5.0,3.0,4.0,0.0,2.0,1.0
1069,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,1.0
1070,9.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,6.0,1.0
1071,9.0,2.0,2.0,3.0,5.0,2.0,1.0,2.0,3.0,3.0,2.0,1.0
1072,7.0,4.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,3.0
1073,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
1074,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,6.0,1.0
1075,9.0,2.0,2.0,3.0,5.0,2.0,5.0,4.0,4.0,3.0,6.0,1.0
1076,7.0,4.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,0.0,6.0,3.0
1077,9.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,2.0
1078,9.0,2.0,2.0,3.0,6.0,4.0,6.0,4.0,3.0,0.0,6.0,1.0
1079,9.0,2.0,2.0,4.0,5.0,3.0,5.0,5.0,4.0,0.0,6.0,2.0
1080,9.0,4.0,2.0,3.0,5.0,3.0,5.0,2.0,3.0,0.0,6.0,3.0
1081,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
1082,9.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,4.0,6.0,2.0
1083,5.0,4.0,2.0,3.0,6.0,4.0,5.0,4.0,3.0,3.0,6.0,3.0
1084,9.0,2.0,2.0,3.0,6.0,4.0,6.0,5.0,4.0,0.0,6.0,1.0
1085,9.0,2.0,7.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,6.0,2.0
1086,9.0,2.0,2.0,4.0,6.0,4.0,1.0,5.0,4.0,4.0,6.0,2.0
1087,9.0,2.0,7.0,4.0,6.0,4.0,1.0,5.0,4.0,0.0,2.0,1.0
1088,7.0,2.0,7.0,4.0,6.0,4.0,6.0,5.0,4.0,4.0,6.0,3.0
1089,9.0,4.0,5.0,3.0,2.0,0.0,0.0,2.0,3.0,0.0,2.0,1.0
1090,9.0,2.0,7.0,4.0,6.0,4.0,4.0,5.0,4.0,0.0,2.0,1.0
1091,9.0,2.0,2.0,3.0,6.0,3.0,3.0,2.0,3.0,4.0,2.0,1.0
1092,9.0,4.0,2.0,3.0,5.0,3.0,6.0,4.0,4.0,0.0,2.0,1.0
1093,9.0,2.0,2.0,3.0,5.0,3.0,4.0,5.0,3.0,0.0,6.0,3.0
1094,7.0,2.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,4.0,6.0,2.0
1095,9.0,2.0,2.0,3.0,6.0,3.0,1.0,3.0,4.0,0.0,0.0,0.0
1096,9.0,2.0,7.0,4.0,5.0,4.0,1.0,5.0,4.0,0.0,6.0,2.0
1097,9.0,2.0,2.0,3.0,4.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
1098,7.0,2.0,2.0,3.0,5.0,4.0,5.0,3.0,3.0,3.0,6.0,2.0
1099,9.0,2.0,2.0,3.0,5.0,3.0,3.0,3.0,2.0,0.0,2.0,1.0
1100,7.0,2.0,2.0,3.0,5.0,3.0,4.0,3.0,3.0,0.0,2.0,1.0
1101,9.0,2.0,2.0,3.0,5.0,3.0,3.0,5.0,3.0,0.0,6.0,2.0
1102,9.0,4.0,2.0,3.0,5.0,3.0,5.0,5.0,3.0,2.0,4.0,3.0
1103,9.0,2.0,7.0,3.0,5.0,3.0,1.0,3.0,3.0,0.0,2.0,1.0
1104,7.0,4.0,2.0,4.0,6.0,5.0,6.0,5.0,4.0,3.0,6.0,2.0
1105,7.0,4.0,2.0,4.0,6.0,4.0,6.0,4.0,4.0,3.0,6.0,3.0
1106,2.0,5.0,2.0,4.0,6.0,5.0,1.0,5.0,4.0,4.0,4.0,2.0
1107,9.0,2.0,2.0,3.0,6.0,4.0,1.0,5.0,3.0,3.0,6.0,2.0
