,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1250,5,RL,93.0,11160,1,1,3,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,1Story,7,4,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,2,4,CBlock,4,4,3,0,1065.0,6,0.0,1045.0,2110.0,GasA,0,1,SBrkr,2110,0,0,2110,1.0,0.0,2,1,3,1,0,8,6,2,5,Attchd,1968.0,0,2.0,522.0,5,5,2,0,0,0,0,0,0,3,4,None,0,6,4,WD,Normal,244000
1251,0,RL,92.0,3136,1,1,0,Lvl,Corner,0,NridgHt,Norm,Norm,TwnhsE,1Story,7,4,2003,2003,Gable,CompShg,VinylSd,Wd Shng,Stone,163.0,2,4,PConc,2,4,3,6,0.0,6,0.0,1405.0,1405.0,GasA,0,1,SBrkr,1405,0,0,1405,0.0,0.0,2,0,2,1,2,6,6,1,2,Attchd,2003.0,2,2.0,478.0,5,5,2,148,36,0,0,0,0,3,4,None,0,5,0,WD,Normal,171750
1252,5,RL,62.0,9858,1,1,3,Lvl,Inside,0,Mitchel,Norm,Norm,1Fam,1Story,5,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,4,4,3,1,510.0,6,0.0,354.0,864.0,GasA,4,1,SBrkr,874,0,0,874,1.0,0.0,1,0,3,1,3,5,6,0,3,Attchd,1968.0,2,1.0,288.0,5,5,2,33,0,0,0,0,0,3,1,Shed,600,2,3,WD,Normal,130000
1253,10,RL,80.0,17542,1,1,0,Lvl,Inside,0,Veenker,Norm,Norm,1Fam,2Story,7,6,1974,2003,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,2,4,CBlock,4,4,1,3,125.0,0,1031.0,36.0,1192.0,GasA,4,1,SBrkr,1516,651,0,2167,1.0,0.0,2,1,3,1,2,9,6,2,2,Attchd,1974.0,2,2.0,518.0,5,5,2,220,47,0,0,0,0,3,2,None,0,9,1,WD,Normal,294000
1254,10,RL,60.0,6931,1,1,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,2Story,7,4,2003,2004,Gable,CompShg,VinylSd,VinylSd,Stone,92.0,2,4,PConc,2,4,3,6,0.0,6,0.0,746.0,746.0,GasA,0,1,SBrkr,760,896,0,1656,0.0,0.0,2,1,3,1,2,7,6,1,2,BuiltIn,2003.0,0,2.0,397.0,5,5,2,178,128,0,0,0,0,3,4,None,0,9,2,WD,Normal,165400
1255,9,RM,52.0,6240,1,1,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1931,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,BrkTil,4,0,3,3,425.0,6,0.0,459.0,884.0,GasA,4,1,FuseA,959,408,0,1367,0.0,0.0,1,0,3,1,3,6,6,1,2,Detchd,1978.0,3,1.0,560.0,5,5,2,0,0,0,0,120,0,3,4,None,0,2,1,WD,Normal,127500
1256,5,RL,91.0,14303,1,1,0,Lvl,Corner,0,NoRidge,Norm,Norm,1Fam,1Story,8,4,1994,1994,Hip,CompShg,HdBoard,HdBoard,BrkFace,554.0,2,4,PConc,2,4,1,2,1314.0,6,0.0,672.0,1986.0,GasA,0,1,SBrkr,1987,0,0,1987,1.0,0.0,2,0,2,1,2,7,6,1,5,Attchd,1994.0,0,2.0,691.0,5,5,2,262,36,0,0,0,0,3,4,None,0,10,2,WD,Normal,301500
1257,6,RL,56.0,4060,1,1,3,Lvl,Corner,0,Edwards,Feedr,Norm,1Fam,1Story,5,7,1922,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,1,4,3,6,0.0,6,0.0,864.0,864.0,GasA,0,1,SBrkr,864,0,0,864,0.0,0.0,1,0,2,1,3,4,6,0,3,None,0.0,1,0.0,0.0,3,3,2,0,96,0,0,0,0,3,4,None,0,9,3,WD,Normal,99900
1258,13,RL,59.0,9587,1,1,0,Lvl,Inside,0,Gilbert,Norm,Norm,1Fam,SLvl,7,4,2005,2005,Gable,CompShg,VinylSd,VinylSd,Stone,182.0,2,4,PConc,2,4,1,2,655.0,6,0.0,201.0,856.0,GasA,0,1,SBrkr,1166,0,0,1166,1.0,0.0,2,0,2,1,2,5,6,0,3,Attchd,2005.0,0,2.0,400.0,5,5,2,212,0,0,0,0,0,3,4,None,0,9,2,WD,Normal,190000
1259,5,RL,65.0,9750,1,1,3,Lvl,FR2,0,NAmes,Norm,Norm,1Fam,1Story,6,7,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,4,3,0,602.0,3,438.0,14.0,1054.0,GasA,2,1,SBrkr,1054,0,0,1054,1.0,0.0,1,1,3,1,3,6,6,0,3,Attchd,1969.0,3,2.0,460.0,5,5,2,180,0,0,0,80,0,3,4,None,0,9,2,WD,Normal,151000
1260,10,RL,64.0,24682,1,1,2,Lvl,CulDSac,0,Gilbert,RRAn,Norm,1Fam,2Story,6,4,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,0.0,3,4,PConc,2,4,3,6,0.0,6,0.0,841.0,841.0,GasA,0,1,SBrkr,892,783,0,1675,0.0,0.0,2,1,3,1,3,7,6,1,5,BuiltIn,1999.0,0,2.0,502.0,5,5,2,0,103,0,0,0,0,3,4,None,0,8,3,WD,Normal,181000
1261,5,RL,80.0,9600,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,MetalSd,MetalSd,None,0.0,3,4,CBlock,4,4,3,5,504.0,6,0.0,546.0,1050.0,GasA,2,1,SBrkr,1050,0,0,1050,0.0,0.0,1,0,2,1,3,5,6,0,3,Attchd,1956.0,3,1.0,338.0,5,5,2,0,0,0,0,0,0,3,4,None,0,8,3,WD,Normal,128900
1262,9,RL,80.5,11250,1,1,3,Lvl,Inside,0,ClearCr,Norm,Norm,1Fam,1.5Fin,4,4,1957,1989,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,0,6,0.0,6,0.0,1104.0,1104.0,GasA,0,1,FuseA,1104,684,0,1788,1.0,0.0,1,0,5,1,3,8,3,2,5,Attchd,1957.0,3,1.0,304.0,5,5,2,120,0,0,0,0,0,3,4,None,0,2,3,WD,Normal,161500
1263,11,RL,60.0,13515,1,2,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,2Story,6,5,1919,1950,Gambrel,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,764.0,764.0,GasA,0,1,FuseA,1060,764,0,1824,0.0,0.0,1,0,3,1,3,8,6,1,2,Detchd,1940.0,3,2.0,520.0,5,5,0,0,0,126,0,0,0,3,0,None,0,9,1,WD,Normal,180500
1264,0,RH,34.0,4060,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,TwnhsE,1Story,6,4,1998,1999,Gable,CompShg,MetalSd,MetalSd,None,0.0,2,4,PConc,2,4,3,2,266.0,6,0.0,1139.0,1405.0,GasA,0,1,SBrkr,1337,0,0,1337,1.0,0.0,2,0,2,1,2,5,6,0,3,Attchd,1998.0,0,2.0,511.0,5,5,2,144,68,0,0,0,0,3,4,None,0,10,2,COD,Abnorml,181000
1265,2,FV,35.0,3735,1,1,3,Lvl,FR3,0,Somerst,Norm,Norm,TwnhsE,2Story,7,4,1999,1999,Hip,CompShg,MetalSd,MetalSd,BrkFace,218.0,2,4,PConc,2,4,3,2,450.0,6,0.0,241.0,691.0,GasA,0,1,SBrkr,713,739,0,1452,1.0,0.0,2,1,3,1,2,6,6,0,3,Detchd,1999.0,3,2.0,506.0,5,5,2,0,34,0,0,0,0,3,4,None,0,5,0,WD,Normal,183900
1266,4,RM,60.0,10120,1,1,0,Bnk,Inside,0,OldTown,Feedr,Norm,2fmCon,2.5Unf,7,3,1910,1950,Hip,CompShg,Wd Sdng,Wd Sdng,None,0.0,1,4,CBlock,4,4,3,6,0.0,6,0.0,925.0,925.0,GasA,4,0,FuseF,964,925,0,1889,0.0,0.0,1,1,4,2,3,9,6,1,2,Detchd,1960.0,3,1.0,308.0,5,5,0,0,0,264,0,0,0,3,2,None,0,0,1,WD,Normal,122000
1267,5,RL,89.0,13214,1,1,0,HLS,Inside,0,Timber,Norm,Norm,1Fam,1Story,9,4,2008,2009,Hip,CompShg,Stucco,CmentBd,None,0.0,0,4,PConc,0,4,1,6,0.0,6,0.0,2002.0,2002.0,GasA,0,1,SBrkr,2018,0,0,2018,0.0,0.0,2,0,3,1,0,10,6,1,2,Attchd,2009.0,0,3.0,746.0,5,5,2,144,76,0,0,0,0,3,4,None,0,7,4,WD,Normal,378500
1268,9,RL,70.0,14100,1,1,0,Lvl,Inside,1,Crawfor,Norm,Norm,1Fam,1.5Fin,8,8,1935,1997,Gable,CompShg,Stucco,Stucco,BrkFace,632.0,3,2,CBlock,4,4,2,5,192.0,6,0.0,536.0,728.0,GasA,0,1,SBrkr,1968,1479,0,3447,0.0,0.0,3,1,4,1,2,11,6,2,2,BuiltIn,1982.0,3,3.0,1014.0,5,5,2,314,12,0,0,0,0,3,1,None,0,7,2,WD,Normal,381000
1269,9,RL,78.0,11344,1,1,3,Lvl,Inside,0,NAmes,Feedr,Norm,1Fam,1.5Fin,5,4,1958,1958,Gable,CompShg,MetalSd,MetalSd,BrkFace,180.0,3,4,CBlock,4,4,3,1,460.0,6,0.0,414.0,874.0,GasW,4,1,FuseA,874,650,0,1524,0.0,0.0,1,1,3,1,3,7,6,0,3,Attchd,1958.0,3,1.0,315.0,5,5,2,0,0,0,0,0,0,3,1,None,0,9,1,WD,Normal,144000
1270,7,RL,80.5,23595,1,1,3,Low,Inside,2,ClearCr,Norm,Norm,1Fam,1Story,7,5,1979,1979,Shed,WdShake,Plywood,Plywood,None,0.0,2,4,PConc,2,4,1,2,1258.0,6,0.0,74.0,1332.0,GasA,4,1,SBrkr,1332,192,0,1524,2.0,0.0,0,1,0,1,2,4,6,1,5,Attchd,1979.0,0,2.0,586.0,5,5,2,268,0,0,0,0,0,3,4,None,0,6,4,WD,Normal,260000
1271,5,RL,80.0,9156,1,1,0,Lvl,Inside,0,NWAmes,PosN,Norm,1Fam,1Story,6,6,1968,1968,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,4,CBlock,4,4,3,6,0.0,6,0.0,1489.0,1489.0,GasA,2,1,SBrkr,1489,0,0,1489,0.0,0.0,2,0,3,1,2,7,6,1,2,Attchd,1968.0,2,2.0,462.0,5,5,2,0,0,0,0,0,0,3,4,None,0,10,3,WD,Normal,185750
1272,5,RL,72.0,13526,1,1,0,Lvl,CulDSac,0,Sawyer,Norm,Norm,1Fam,1Story,5,5,1965,1965,Hip,CompShg,HdBoard,Plywood,BrkFace,114.0,3,4,CBlock,4,4,3,1,560.0,3,375.0,0.0,935.0,GasA,4,1,SBrkr,935,0,0,935,1.0,0.0,1,0,3,1,3,5,6,0,3,Attchd,1965.0,3,1.0,288.0,5,5,2,180,0,0,0,0,0,3,2,None,0,2,0,WD,Normal,137000
1273,13,RL,124.0,11512,1,1,0,Lvl,Corner,0,Edwards,Norm,Norm,1Fam,SLvl,6,6,1959,2006,Gable,CompShg,Plywood,Plywood,BrkFace,84.0,3,4,CBlock,4,4,0,0,719.0,6,0.0,300.0,1019.0,GasA,2,1,SBrkr,1357,0,0,1357,1.0,0.0,1,0,2,1,0,5,6,1,2,Basment,1959.0,2,1.0,312.0,5,5,2,0,0,0,0,163,0,3,0,None,0,7,2,WD,Normal,177000
1274,9,RL,53.0,5362,1,1,3,Lvl,Corner,0,Crawfor,Norm,Norm,1Fam,1.5Fin,5,5,1910,2003,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,661.0,661.0,GasA,0,1,SBrkr,661,589,0,1250,0.0,0.0,2,0,3,1,3,8,6,1,2,Detchd,1985.0,3,2.0,552.0,5,5,2,242,0,81,0,0,0,3,4,None,0,2,1,WD,Normal,139000
1275,15,RL,95.0,11345,1,1,3,Lvl,Corner,0,NAmes,Feedr,Norm,Duplex,2Story,5,4,1948,1950,Gable,Roll,AsbShng,AsbShng,Stone,567.0,3,4,CBlock,4,4,3,5,220.0,6,0.0,708.0,928.0,GasA,2,1,FuseA,928,992,0,1920,0.0,0.0,2,0,4,2,3,10,6,0,3,Detchd,1948.0,3,2.0,400.0,5,1,2,0,0,0,0,0,0,3,4,None,0,9,1,WD,Normal,137000
1276,10,RL,80.0,12936,1,1,0,Lvl,CulDSac,0,NWAmes,Norm,Norm,1Fam,2Story,6,5,1972,1972,Gable,CompShg,HdBoard,Plywood,None,0.0,3,4,CBlock,4,1,3,1,593.0,6,0.0,130.0,723.0,GasA,4,1,SBrkr,735,660,0,1395,0.0,1.0,1,1,3,1,3,6,6,1,5,Attchd,1972.0,3,2.0,497.0,5,5,2,294,116,0,0,0,0,3,4,None,0,3,3,WD,Normal,162000
1277,13,RL,80.0,17871,1,1,0,Lvl,CulDSac,0,NWAmes,Norm,Norm,1Fam,SLvl,6,4,1967,1976,Gable,CompShg,HdBoard,HdBoard,BrkFace,359.0,3,4,CBlock,2,4,0,0,528.0,6,0.0,1152.0,1680.0,GasA,1,1,SBrkr,1724,0,0,1724,1.0,0.0,1,1,3,1,3,7,6,1,2,Attchd,1967.0,2,2.0,480.0,5,5,2,0,0,0,0,0,0,3,4,None,0,8,3,WD,Normal,197900
1278,10,RL,75.0,9473,1,1,3,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,2Story,8,4,2002,2002,Gable,CompShg,VinylSd,VinylSd,None,0.0,2,4,PConc,2,4,3,2,804.0,6,0.0,324.0,1128.0,GasA,0,1,SBrkr,1128,903,0,2031,1.0,0.0,2,1,3,1,2,7,6,1,2,Attchd,2002.0,2,2.0,577.0,5,5,2,0,211,0,0,0,0,3,4,None,0,5,2,WD,Normal,237000
1279,9,C (all),60.0,7500,1,1,3,Lvl,Inside,0,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,3,1920,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,2,CBlock,4,4,3,6,0.0,6,0.0,698.0,698.0,GasA,4,1,FuseA,698,430,0,1128,0.0,0.0,1,0,2,1,3,6,6,0,3,Detchd,1980.0,2,2.0,528.0,5,5,2,30,0,164,0,0,0,3,4,None,0,6,4,COD,Abnorml,68400
1280,5,RL,67.0,9808,1,1,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,7,4,2002,2002,Gable,CompShg,VinylSd,VinylSd,BrkFace,110.0,2,4,PConc,2,4,3,2,788.0,6,0.0,785.0,1573.0,GasA,0,1,SBrkr,1573,0,0,1573,1.0,0.0,2,0,3,1,2,6,6,0,3,Attchd,2002.0,2,2.0,544.0,5,5,2,0,72,0,0,0,0,3,4,None,0,5,3,WD,Normal,227000
1281,5,RL,50.0,8049,1,1,0,Lvl,CulDSac,0,Timber,Norm,Norm,1Fam,1Story,7,4,1990,1990,Hip,CompShg,HdBoard,HdBoard,BrkFace,54.0,3,4,CBlock,2,4,3,0,1053.0,6,0.0,256.0,1309.0,GasA,4,1,SBrkr,1339,0,0,1339,1.0,0.0,2,0,2,1,3,6,6,1,5,Attchd,1990.0,0,2.0,484.0,2,2,2,0,58,0,0,90,0,3,4,None,0,9,0,WD,Normal,180000
1282,5,RL,61.0,8800,1,1,0,Lvl,Inside,0,CollgCr,Norm,Norm,1Fam,1Story,5,6,1977,2008,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,CBlock,2,4,2,3,532.0,5,144.0,364.0,1040.0,GasA,4,1,SBrkr,1040,0,0,1040,0.0,0.0,2,0,3,1,2,5,6,0,3,Detchd,1977.0,3,2.0,484.0,5,5,2,0,0,0,0,288,0,3,4,None,0,11,3,WD,Normal,150500
1283,15,RL,94.0,9400,1,1,3,Low,Corner,0,Mitchel,Norm,Norm,Duplex,2Story,6,4,1971,1971,Mansard,CompShg,MetalSd,Wd Shng,None,0.0,3,4,CBlock,4,4,0,6,0.0,6,0.0,912.0,912.0,GasA,4,1,SBrkr,912,912,0,1824,0.0,0.0,2,2,4,2,3,8,6,0,3,None,0.0,1,0.0,0.0,3,3,2,128,0,0,0,0,0,3,4,None,0,6,4,WD,Normal,139000
1284,9,RL,50.0,9638,1,1,3,Lvl,Inside,0,SWISU,Feedr,Norm,1Fam,1.5Fin,6,6,1919,1990,Gable,CompShg,Wd Sdng,Wd Shng,None,0.0,3,4,PConc,4,4,3,6,0.0,6,0.0,804.0,804.0,GasA,0,1,SBrkr,1699,748,0,2447,0.0,0.0,2,0,4,1,2,10,3,1,2,Detchd,1969.0,3,1.0,336.0,5,5,2,272,0,42,0,116,0,3,4,None,0,5,4,WD,Normal,169000
1285,9,RM,50.0,6000,1,1,3,Lvl,Inside,0,BrkSide,Norm,Norm,1Fam,1.5Fin,6,5,1939,1950,Gable,CompShg,MetalSd,MetalSd,None,0.0,3,1,CBlock,4,4,3,6,0.0,6,0.0,780.0,780.0,GasA,0,1,FuseF,825,587,0,1412,0.0,0.0,1,0,4,1,3,6,6,1,2,Detchd,1939.0,3,1.0,280.0,5,5,2,45,0,0,0,0,0,3,4,None,0,7,3,WD,Normal,132500
1286,5,RL,80.0,9790,1,1,3,Lvl,Inside,0,NWAmes,Feedr,Norm,1Fam,1Story,6,4,1963,1963,Hip,CompShg,HdBoard,HdBoard,BrkFace,451.0,3,4,CBlock,4,4,3,0,569.0,5,81.0,678.0,1328.0,GasA,4,1,SBrkr,1328,0,0,1328,1.0,0.0,1,1,3,1,3,6,6,2,2,Attchd,1963.0,3,2.0,528.0,5,5,2,0,26,0,0,0,0,3,4,None,0,8,4,WD,Normal,143000
1287,5,RL,80.5,36500,1,1,0,Low,Inside,1,ClearCr,Norm,Norm,1Fam,1Story,5,4,1964,1964,Gable,CompShg,Wd Sdng,Wd Sdng,BrkCmn,621.0,3,2,CBlock,4,4,0,5,812.0,6,0.0,812.0,1624.0,GasA,1,1,SBrkr,1582,0,0,1582,0.0,1.0,2,0,4,1,3,7,6,0,3,Attchd,1964.0,3,2.0,390.0,5,5,0,168,198,0,0,0,0,3,4,None,0,8,0,WD,Normal,190000
1288,0,RL,40.0,5664,1,1,0,Lvl,Inside,0,StoneBr,Norm,Norm,TwnhsE,1Story,8,4,2000,2000,Gable,CompShg,CemntBd,CmentBd,None,0.0,2,4,PConc,2,4,3,2,1158.0,6,0.0,343.0,1501.0,GasA,0,1,SBrkr,1659,0,0,1659,1.0,0.0,2,0,2,1,0,5,6,1,0,Attchd,2000.0,0,2.0,499.0,5,5,2,212,59,0,0,0,0,3,4,None,0,1,3,WD,Normal,278000
1289,10,RL,86.0,11065,1,1,0,Lvl,Inside,0,NridgHt,Norm,Norm,1Fam,2Story,8,4,2006,2006,Gable,CompShg,VinylSd,VinylSd,Stone,788.0,2,4,PConc,2,4,2,6,0.0,6,0.0,1085.0,1085.0,GasA,0,1,SBrkr,1120,850,0,1970,0.0,0.0,2,1,3,1,0,8,6,1,2,BuiltIn,2006.0,0,3.0,753.0,5,5,2,177,74,0,0,0,0,3,4,None,0,1,0,New,Partial,281000
1290,13,RL,73.0,14112,1,1,0,Lvl,Corner,0,NAmes,Norm,Norm,1Fam,SLvl,5,6,1964,1964,Hip,CompShg,Wd Sdng,HdBoard,BrkFace,86.0,3,4,PConc,4,4,0,2,1014.0,6,0.0,138.0,1152.0,GasA,4,1,SBrkr,1152,0,0,1152,1.0,0.0,1,0,3,1,3,6,6,1,2,Attchd,1964.0,2,2.0,484.0,5,5,2,227,0,0,0,0,0,3,4,None,0,6,4,WD,Normal,180500
1291,2,RM,21.0,1680,1,1,3,Lvl,Inside,0,BrDale,Norm,Norm,Twnhs,2Story,5,6,1972,1972,Gable,CompShg,CemntBd,CmentBd,BrkFace,268.0,3,4,CBlock,4,4,3,0,231.0,6,0.0,399.0,630.0,GasA,4,1,SBrkr,630,672,0,1302,0.0,0.0,2,1,3,1,3,6,6,0,3,Detchd,1972.0,3,1.0,264.0,5,5,2,185,0,0,0,0,0,3,4,None,0,4,3,WD,Normal,119500
1292,11,RM,60.0,6600,1,1,3,Lvl,Corner,0,OldTown,Norm,Norm,1Fam,2Story,5,3,1892,1965,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,Stone,4,4,3,6,0.0,6,0.0,994.0,994.0,GasA,4,0,SBrkr,1378,994,0,2372,0.0,0.0,2,0,4,2,3,11,3,0,3,Attchd,1985.0,2,1.0,432.0,5,5,2,0,287,0,0,0,0,3,4,None,0,3,3,WD,Normal,107500
1293,10,RL,78.0,10140,1,1,3,Lvl,Inside,0,NWAmes,Norm,Norm,1Fam,2Story,7,4,1976,1976,Gable,CompShg,HdBoard,HdBoard,None,0.0,3,4,PConc,2,4,3,2,194.0,6,0.0,638.0,832.0,GasA,4,1,SBrkr,832,832,0,1664,0.0,0.0,2,1,4,1,3,8,6,1,5,Attchd,1976.0,2,2.0,528.0,5,5,2,0,28,0,0,259,0,3,1,None,0,5,0,WD,Normal,162900
1294,5,RL,60.0,8172,1,1,3,Lvl,Inside,0,Edwards,Norm,Norm,1Fam,1Story,5,6,1955,1990,Hip,CompShg,WdShing,Plywood,None,0.0,3,4,CBlock,4,4,3,5,167.0,6,0.0,697.0,864.0,GasA,4,1,SBrkr,864,0,0,864,1.0,0.0,1,0,2,1,3,5,6,0,3,Detchd,1957.0,3,2.0,572.0,5,5,0,0,0,0,0,0,0,3,4,None,0,6,0,WD,Normal,115000
1295,5,RL,70.0,8400,1,1,3,Lvl,Inside,0,NAmes,Feedr,Norm,1Fam,1Story,5,4,1968,1968,Hip,CompShg,HdBoard,HdBoard,BrkFace,168.0,3,4,CBlock,4,4,0,1,1016.0,6,0.0,36.0,1052.0,GasA,2,1,SBrkr,1052,0,0,1052,1.0,0.0,1,1,3,1,3,5,6,0,3,Attchd,1968.0,2,1.0,288.0,5,5,2,356,0,0,0,0,0,3,1,None,0,2,0,WD,Normal,138500
1296,5,RL,80.0,8700,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,5,1963,1963,Hip,CompShg,MetalSd,MetalSd,BrkFace,148.0,3,2,CBlock,4,4,2,0,776.0,6,0.0,344.0,1120.0,GasA,2,1,SBrkr,1128,0,0,1128,1.0,0.0,2,0,3,1,3,6,6,0,3,Attchd,1963.0,2,2.0,525.0,5,5,2,192,20,123,0,0,0,3,2,None,0,3,2,WD,Normal,155000
1297,3,RM,35.0,3675,1,1,3,Lvl,Inside,0,Edwards,Norm,Norm,TwnhsE,SFoyer,6,4,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,82.0,3,4,PConc,2,4,1,2,547.0,6,0.0,0.0,547.0,GasA,2,1,SBrkr,1072,0,0,1072,1.0,0.0,2,0,2,1,3,5,6,0,3,Basment,2005.0,0,2.0,525.0,5,5,2,0,44,0,0,0,0,3,4,None,0,8,0,New,Partial,140000
1298,10,RL,313.0,63887,1,1,2,Bnk,Corner,0,Edwards,Feedr,Norm,1Fam,2Story,10,4,2008,2008,Hip,ClyTile,Stucco,Stucco,Stone,796.0,0,4,PConc,0,4,1,2,5644.0,6,0.0,466.0,6110.0,GasA,0,1,SBrkr,4692,950,0,5642,2.0,0.0,2,1,3,1,0,12,6,3,2,Attchd,2008.0,0,2.0,1418.0,5,5,2,214,292,0,0,0,480,2,4,None,0,0,2,New,Partial,160000
1299,5,RL,75.0,7500,1,1,3,Lvl,Inside,0,NAmes,Norm,Norm,1Fam,1Story,5,6,1959,1994,Hip,CompShg,BrkFace,BrkFace,None,0.0,3,4,CBlock,4,4,3,3,340.0,5,906.0,0.0,1246.0,GasA,0,1,SBrkr,1246,0,0,1246,1.0,0.0,1,1,3,1,2,6,6,0,3,Attchd,1959.0,2,1.0,305.0,5,5,2,218,0,0,0,0,0,3,0,None,0,7,4,WD,Normal,154000
1300,10,RL,64.0,10762,1,1,0,Lvl,CulDSac,0,Gilbert,Norm,Norm,1Fam,2Story,7,4,1999,1999,Gable,CompShg,VinylSd,VinylSd,None,344.0,2,4,PConc,2,4,3,2,694.0,6,0.0,284.0,978.0,GasA,0,1,SBrkr,1005,978,0,1983,0.0,0.0,2,1,3,1,2,9,6,1,5,Attchd,1999.0,0,2.0,490.0,5,5,2,0,0,0,0,0,0,3,4,None,0,7,3,WD,Normal,225000
1301,11,RL,70.0,7500,1,1,0,Bnk,Inside,0,Crawfor,Norm,Norm,1Fam,2Story,6,6,1942,1950,Gable,CompShg,Wd Sdng,Wd Sdng,None,0.0,3,4,CBlock,4,4,3,1,547.0,6,0.0,224.0,771.0,GasA,1,1,SBrkr,753,741,0,1494,0.0,0.0,1,0,3,1,2,7,6,2,2,Attchd,1942.0,3,1.0,213.0,5,5,1,0,0,0,0,224,0,3,4,None,0,2,3,WD,Normal,177500
1302,10,RL,92.0,10120,1,1,3,Lvl,Inside,0,NoRidge,Norm,Norm,1Fam,2Story,8,4,1994,1994,Hip,CompShg,VinylSd,VinylSd,BrkFace,391.0,2,4,PConc,2,4,3,2,740.0,6,0.0,425.0,1165.0,GasA,0,1,SBrkr,1203,1323,0,2526,1.0,0.0,2,1,4,1,2,8,6,1,5,Attchd,1994.0,2,3.0,844.0,5,5,2,309,78,0,0,0,0,3,4,None,0,3,0,WD,Normal,290000
1303,5,RL,73.0,8688,1,1,3,Lvl,Inside,0,Somerst,Norm,Norm,1Fam,1Story,7,4,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,228.0,2,4,PConc,2,4,0,6,0.0,6,0.0,1616.0,1616.0,GasA,0,1,SBrkr,1616,0,0,1616,0.0,0.0,2,0,3,1,2,7,6,0,3,Attchd,2005.0,2,3.0,834.0,5,5,2,208,59,0,0,0,0,3,4,None,0,6,0,WD,Normal,232000
1304,2,RM,32.0,3363,1,1,3,Lvl,Inside,0,Edwards,Norm,Norm,TwnhsE,2Story,7,4,2004,2004,Gable,CompShg,VinylSd,VinylSd,Stone,117.0,2,4,PConc,2,4,3,6,0.0,6,0.0,976.0,976.0,GasA,0,1,SBrkr,976,732,0,1708,0.0,0.0,2,0,3,1,2,7,0,0,3,Detchd,2004.0,3,2.0,380.0,5,5,2,0,40,0,0,0,0,3,4,None,0,6,0,WD,Normal,130000
1305,5,RL,108.0,13173,1,1,0,Lvl,Corner,0,NridgHt,Norm,Norm,1Fam,1Story,9,4,2006,2007,Hip,CompShg,VinylSd,VinylSd,Stone,300.0,2,4,PConc,0,4,3,2,1572.0,6,0.0,80.0,1652.0,GasA,0,1,SBrkr,1652,0,0,1652,1.0,0.0,2,0,2,1,0,6,6,2,0,Attchd,2006.0,0,2.0,840.0,5,5,2,404,102,0,0,0,0,3,4,None,0,2,3,WD,Normal,325000
