,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf
2333,10,5,83.0,10790,1,0,9,Lvl,9,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,7,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,6,6,0.0,1066.0,1066.0,GasA,5,1,SBrkr,1108,0,2385,0.0,0.0,2,1,4,1,4,8,6,1,3,3,1998.0,0,3.0,600.0,3,3,2,0,0,0,0,0,4,None,0,7,1,WD,Normal,3451.0,2.5,158
2334,10,5,88.0,11762,1,0,9,Lvl,9,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1992,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,5,3,3,2,6,0.0,770.0,1105.0,GasA,5,1,SBrkr,1105,0,2202,1.0,0.0,2,1,4,1,4,9,6,1,3,1,1992.0,2,2.0,517.0,3,3,2,0,0,144,0,0,4,None,0,11,1,WD,Normal,3307.0,3.5,209
2335,10,5,82.0,9044,1,0,7,Lvl,9,Inside,3,NoRidge,Norm,Norm,1Fam,2Story,8,5,1996,1997,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,4,PConc,4,3,3,2,6,0.0,100.0,1325.0,GasA,5,1,SBrkr,1335,0,2538,0.0,0.0,2,1,4,1,4,8,6,1,3,1,1996.0,2,3.0,933.0,3,3,2,0,0,0,0,0,4,None,0,7,1,WD,Normal,3863.0,2.5,290
2336,5,5,75.0,9910,1,0,9,Lvl,9,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,7,6,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,1369.0,1369.0,GasA,5,1,SBrkr,1369,0,1369,0.0,0.0,2,0,3,1,4,5,6,0,0,1,2007.0,3,2.0,605.0,3,3,2,0,0,0,0,0,4,None,0,11,1,New,Partial,2738.0,2.0,203
2337,5,5,91.0,11830,1,0,9,Lvl,9,Inside,3,Somerst,Feedr,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,2,6,0.0,322.0,1542.0,GasA,5,1,SBrkr,1542,0,1542,1.0,0.0,2,0,3,1,4,6,6,1,4,1,2007.0,3,3.0,852.0,3,3,2,0,0,0,0,0,4,None,0,9,1,New,Partial,3084.0,3.0,278
2338,5,5,76.0,10612,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,2,2,6,0.0,1496.0,1524.0,GasA,4,1,SBrkr,1534,0,1534,0.0,0.0,2,0,3,1,4,7,6,1,4,1,2006.0,0,2.0,484.0,3,3,2,0,0,0,0,0,4,None,0,0,1,WD,Family,3058.0,2.0,214
2339,5,5,98.0,12291,1,0,7,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,1Story,10,5,2007,2007,Hip,CompShg,CemntBd,CmentBd,BrkFace,5,3,PConc,5,3,0,2,6,0.0,394.0,1966.0,GasA,5,1,SBrkr,1966,0,1966,1.0,0.0,2,0,1,1,5,6,6,1,4,1,2007.0,0,3.0,1092.0,3,3,2,0,0,0,0,0,4,None,0,1,1,New,Partial,3932.0,3.0,128
2340,5,5,85.0,9965,1,0,9,Lvl,9,FR2,3,Somerst,Feedr,Norm,1Fam,1Story,7,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,1528.0,1528.0,GasA,5,1,SBrkr,1528,0,1528,0.0,0.0,3,2,3,1,4,6,6,1,3,1,2007.0,3,2.0,480.0,3,3,2,0,0,0,0,0,4,None,0,11,1,New,Partial,3056.0,4.0,228
2341,5,5,74.0,8847,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2005,2005,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,0,2,6,0.0,769.0,1538.0,GasA,5,1,SBrkr,1538,0,1538,1.0,0.0,2,0,3,1,4,7,6,0,0,1,2005.0,2,2.0,484.0,3,3,2,0,0,0,0,0,4,None,0,3,1,WD,Normal,3076.0,3.0,186
2342,5,5,70.0,8251,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2005,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,4,0,2,6,0.0,716.0,1494.0,GasA,5,1,SBrkr,1506,0,1506,1.0,0.0,2,0,3,1,4,7,6,1,4,1,2005.0,2,2.0,672.0,3,3,2,0,0,0,0,0,4,None,0,6,1,WD,Normal,3000.0,3.0,227
2343,10,5,70.0,9605,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,982.0,982.0,GasA,5,1,SBrkr,982,0,1977,0.0,0.0,2,1,3,1,4,7,6,0,0,1,2006.0,2,3.0,574.0,3,3,2,0,0,0,0,0,4,None,0,9,1,WD,Family,2959.0,2.5,293
2344,10,5,75.0,8778,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,1302.0,1302.0,GasA,5,1,SBrkr,1302,0,1830,0.0,0.0,2,1,3,1,4,7,6,0,0,3,2006.0,2,3.0,859.0,3,3,2,0,0,0,0,0,4,None,0,5,1,WD,Normal,3132.0,2.5,40
2345,5,1,72.0,8640,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,2,6,0.0,1314.0,1338.0,GasA,5,1,SBrkr,1338,0,1338,0.0,0.0,2,0,3,1,4,6,6,0,0,1,2007.0,2,2.0,598.0,3,3,2,0,0,0,0,0,4,None,0,2,1,New,Partial,2676.0,2.0,141
2346,5,1,75.0,9000,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,1335.0,1335.0,GasA,5,1,SBrkr,1335,0,1335,0.0,0.0,2,0,3,1,4,6,6,0,0,1,2007.0,2,2.0,575.0,3,3,2,0,0,0,0,0,4,None,0,8,1,New,Partial,2670.0,2.0,210
2347,10,1,72.0,8640,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,0,2,6,0.0,546.0,896.0,GasA,5,1,SBrkr,896,0,1792,0.0,0.0,2,1,3,1,4,8,6,0,0,1,2007.0,0,2.0,590.0,3,3,2,0,0,0,0,0,4,None,0,2,1,New,Partial,2688.0,2.5,280
2348,10,1,81.0,10411,1,0,9,Lvl,9,Corner,3,Somerst,Norm,Norm,1Fam,2Story,5,5,2007,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,CBlock,4,3,4,6,6,0.0,725.0,725.0,GasA,5,1,SBrkr,725,0,1588,0.0,0.0,3,0,3,1,4,8,6,0,0,1,2007.0,3,2.0,561.0,3,3,2,0,0,0,0,0,4,None,0,9,1,New,Partial,2313.0,3.0,0
2349,10,1,112.0,12217,1,0,7,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2007,2007,Hip,CompShg,WdShing,Wd Shng,None,4,3,PConc,5,3,0,2,6,0.0,210.0,955.0,GasA,5,1,SBrkr,955,0,1880,1.0,0.0,2,1,3,1,5,8,6,1,4,1,2007.0,0,3.0,880.0,3,3,2,0,0,0,0,0,4,None,0,3,1,New,Partial,2835.0,3.5,295
2350,5,1,84.0,10440,1,0,9,Lvl,9,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2007,2007,Gable,CompShg,CemntBd,CmentBd,None,5,3,PConc,4,3,2,6,6,0.0,1574.0,1574.0,GasA,5,1,SBrkr,1584,0,1584,0.0,0.0,2,0,2,1,5,6,6,1,4,1,2007.0,0,2.0,594.0,3,3,2,0,0,0,0,0,4,None,0,7,1,New,Partial,3158.0,2.0,256
2351,5,1,100.0,11824,1,0,7,Lvl,9,Corner,3,Somerst,Norm,Norm,1Fam,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,0,6,6,0.0,1685.0,1685.0,GasA,5,1,SBrkr,1685,0,1685,0.0,0.0,2,0,2,1,4,5,6,1,4,1,2006.0,0,3.0,658.0,3,3,2,0,0,0,0,0,4,None,0,6,1,WD,Normal,3370.0,2.0,175
2352,10,1,85.0,10625,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,6,5,2004,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,0,6,6,0.0,1158.0,1158.0,GasA,5,1,SBrkr,1158,0,2443,0.0,0.0,2,1,4,1,4,9,3,1,4,3,2004.0,2,3.0,744.0,3,3,2,0,0,0,0,0,4,None,0,8,1,WD,Normal,3601.0,2.5,320
2353,5,5,63.0,7500,1,0,9,Lvl,9,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,6,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,3,3,PConc,4,3,3,6,6,0.0,1100.0,1100.0,GasA,5,1,SBrkr,1100,0,1100,0.0,0.0,1,1,3,1,3,6,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,4,None,0,8,1,New,Partial,2200.0,1.5,136
2354,5,5,63.0,7500,1,0,9,Lvl,9,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,4,3,6,6,0.0,1143.0,1143.0,GasA,5,1,SBrkr,1143,0,1143,0.0,0.0,1,1,3,1,4,5,6,0,0,6,0.0,1,0.0,0.0,0,0,2,0,0,0,0,0,4,None,0,1,1,WD,Normal,2286.0,1.5,55
2355,5,5,60.0,12450,1,0,9,Lvl,9,Inside,3,SawyerW,RRAe,Norm,1Fam,1Story,5,5,2003,2004,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,2,6,0.0,365.0,1094.0,GasA,5,1,SBrkr,1094,0,1094,1.0,0.0,1,0,3,1,4,6,6,0,0,5,2004.0,3,2.0,576.0,3,3,2,0,0,0,0,0,4,None,0,7,1,WD,Normal,2188.0,2.0,0
2356,5,5,65.0,7441,1,0,7,Lvl,9,Inside,3,SawyerW,Norm,Norm,1Fam,1Story,7,5,2006,2006,Gable,CompShg,VinylSd,VinylSd,BrkFace,4,3,PConc,4,3,3,6,6,0.0,1461.0,1461.0,GasA,5,1,SBrkr,1486,0,1486,0.0,0.0,2,0,3,1,4,7,6,0,0,1,2006.0,2,2.0,566.0,3,3,2,0,0,0,0,0,4,None,0,8,1,WD,Normal,2947.0,2.0,32
2357,10,5,67.0,11613,1,0,5,Lvl,9,Corner,3,SawyerW,Norm,Norm,1Fam,2Story,6,5,1993,1997,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,0,6,0.0,384.0,864.0,GasA,5,1,SBrkr,920,0,1820,0.0,0.0,2,1,3,1,4,7,6,0,0,1,1993.0,2,2.0,492.0,3,3,2,0,0,0,0,0,0,None,0,7,1,WD,Normal,2684.0,2.5,229
2358,2,5,50.0,8012,1,0,9,Lvl,9,Inside,3,SawyerW,Norm,Norm,TwnhsE,2Story,6,5,1980,1980,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,3,3,3,6,6,0.0,630.0,630.0,GasA,5,1,SBrkr,630,0,1266,0.0,0.0,1,1,2,1,3,5,6,2,3,1,1980.0,2,1.0,283.0,3,3,2,0,0,0,0,0,2,None,0,9,1,WD,Normal,1896.0,1.5,340
2359,5,5,64.0,6285,1,0,9,Lvl,9,Inside,3,Sawyer,Norm,Norm,1Fam,1Story,5,5,1977,1977,Gable,CompShg,Plywood,Plywood,None,3,3,CBlock,4,3,3,3,5,351.0,405.0,894.0,GasA,3,1,SBrkr,894,0,894,1.0,0.0,1,0,2,1,3,5,6,0,0,5,1979.0,3,1.0,308.0,3,3,2,0,0,0,0,0,4,None,0,5,1,WD,Normal,1788.0,2.0,192
2360,5,5,84.0,7476,1,0,9,Lvl,9,Corner,3,Sawyer,Norm,Norm,1Fam,1Story,5,7,1968,1968,Gable,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,3,5,6,0.0,228.0,1040.0,GasA,3,1,SBrkr,1040,0,1040,1.0,0.0,1,1,3,1,3,5,6,0,0,5,1991.0,0,2.0,686.0,3,3,2,0,0,0,0,0,4,None,0,8,1,WD,Normal,2080.0,2.5,188
2361,10,5,80.0,19522,1,0,7,Bnk,9,Inside,3,Veenker,Norm,Norm,1Fam,2Story,7,5,1990,1990,Gable,CompShg,HdBoard,HdBoard,BrkFace,4,3,PConc,4,3,3,2,6,0.0,496.0,1223.0,GasA,4,1,SBrkr,1271,0,2503,1.0,0.0,2,1,3,1,4,7,6,1,3,1,1990.0,2,2.0,564.0,3,3,2,0,0,182,0,0,4,None,0,4,1,WD,Normal,3726.0,3.5,281
2362,5,5,44.0,10751,1,0,7,Lvl,9,CulDSac,3,Sawyer,RRAe,Norm,1Fam,1Story,5,5,1974,1974,Gable,CompShg,Plywood,Plywood,BrkFace,3,3,CBlock,2,3,1,0,6,0.0,250.0,1037.0,GasA,3,1,SBrkr,1037,0,1037,1.0,0.0,1,0,2,1,3,5,6,0,0,1,1974.0,2,2.0,431.0,3,3,2,0,0,0,0,0,4,None,0,10,1,WD,Normal,2074.0,2.0,183
2363,5,5,43.0,12712,1,0,7,Lvl,9,CulDSac,3,Sawyer,RRAe,Norm,1Fam,1Story,6,7,1973,2006,Gable,CompShg,CemntBd,CmentBd,None,3,3,CBlock,4,3,2,0,6,0.0,76.0,1044.0,GasA,3,1,SBrkr,1055,0,1055,1.0,0.0,1,0,2,1,4,5,6,1,3,1,1973.0,2,2.0,542.0,3,3,2,0,0,0,0,0,4,None,0,0,1,WD,Abnorml,2099.0,2.0,455
2364,0,1,45.0,4379,1,0,7,Lvl,9,FR2,3,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2004,2004,Gable,CompShg,MetalSd,MetalSd,None,4,3,PConc,4,3,0,2,6,0.0,527.0,1378.0,GasA,5,1,SBrkr,1378,0,1378,1.0,0.0,2,0,2,1,4,6,6,1,4,1,2004.0,0,2.0,540.0,3,3,2,0,0,0,0,0,4,None,0,9,1,WD,Normal,2756.0,3.0,216
2365,0,1,80.0,3523,1,6,7,Lvl,9,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,3,2,6,0.0,1081.0,1141.0,GasA,5,1,SBrkr,1151,0,1151,1.0,0.0,2,0,2,1,4,5,6,0,0,1,2006.0,0,2.0,484.0,3,3,2,0,0,0,0,0,4,None,0,4,1,New,Partial,2292.0,3.0,60
2366,0,1,32.0,3784,1,6,7,Lvl,9,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,Stone,4,3,PConc,4,3,3,2,6,0.0,1451.0,1511.0,GasA,5,1,SBrkr,1565,0,1565,1.0,0.0,2,0,2,1,4,5,6,0,0,1,2006.0,0,2.0,476.0,3,3,2,0,0,0,0,0,4,None,0,4,1,New,Partial,3076.0,3.0,120
2367,0,1,40.0,3606,1,6,9,Lvl,9,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,7,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,5,4,3,2,6,0.0,415.0,1352.0,GasA,5,1,SBrkr,1352,0,1352,1.0,0.0,2,0,2,1,4,5,6,1,4,1,2006.0,2,2.0,466.0,3,3,2,0,0,0,0,0,4,None,0,10,1,New,Partial,2704.0,3.0,241
2368,0,1,30.0,5330,1,6,5,Lvl,9,Inside,3,Somerst,Norm,Norm,TwnhsE,1Story,8,5,2006,2007,Gable,CompShg,VinylSd,VinylSd,None,4,3,PConc,4,3,3,6,6,0.0,1550.0,1550.0,GasA,5,1,SBrkr,1550,0,1550,0.0,0.0,2,1,2,1,4,5,6,0,0,1,2007.0,0,2.0,528.0,3,3,2,0,0,0,0,0,4,None,0,9,1,New,Partial,3100.0,2.5,102
2369,2,1,24.0,2280,1,6,9,Lvl,9,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,6,5,1999,1999,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,3,PConc,4,3,3,2,6,0.0,179.0,744.0,GasA,4,1,SBrkr,757,0,1501,1.0,0.0,2,1,3,1,3,6,6,1,3,5,1999.0,3,2.0,440.0,3,3,2,0,0,0,0,0,4,None,0,11,1,WD,Normal,2245.0,3.5,0
2370,2,1,24.0,2117,1,0,9,Lvl,9,Inside,3,Somerst,Norm,Norm,Twnhs,2Story,6,5,2000,2000,Gable,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,3,2,6,0.0,339.0,756.0,GasA,5,1,SBrkr,769,0,1573,0.0,0.0,2,1,3,1,4,4,6,0,0,5,2000.0,3,2.0,440.0,3,3,2,0,0,0,0,0,4,None,0,11,1,WD,Normal,2329.0,2.5,32
2371,5,1,73.0,7321,1,6,7,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,1Story,7,5,1999,2000,Gable,CompShg,CemntBd,CmentBd,None,4,3,PConc,4,3,3,6,6,0.0,1339.0,1339.0,GasA,5,1,SBrkr,1358,0,1358,0.0,0.0,2,0,3,1,4,5,6,0,0,5,1999.0,3,2.0,625.0,3,3,2,0,0,0,0,0,4,None,0,3,1,COD,Normal,2697.0,2.0,350
2372,10,1,72.5,8010,1,6,7,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,2003,2004,Hip,CompShg,CemntBd,CmentBd,None,4,3,PConc,5,3,3,2,6,0.0,90.0,1054.0,GasA,5,1,SBrkr,1072,0,2048,1.0,0.0,2,1,3,1,4,8,6,2,4,5,2003.0,3,2.0,552.0,3,3,2,0,0,180,0,0,4,None,0,10,1,WD,Normal,3102.0,3.5,228
2373,10,1,106.0,8413,1,0,7,Lvl,9,Inside,3,Somerst,Norm,Norm,1Fam,2Story,8,5,1998,1998,Gable,CompShg,VinylSd,VinylSd,None,4,4,PConc,5,3,2,2,6,0.0,319.0,1220.0,GasA,5,1,SBrkr,1220,0,2362,1.0,0.0,2,1,3,1,4,8,6,2,3,1,1998.0,2,2.0,1105.0,4,3,2,36,0,144,0,0,4,None,0,8,1,WD,Normal,3582.0,3.5,327
2374,0,5,50.0,9466,1,0,5,Lvl,9,FR2,3,Veenker,Norm,Norm,TwnhsE,1Story,8,5,1994,1995,Gable,CompShg,BrkFace,BrkFace,None,4,3,PConc,4,3,1,3,0,1037.0,0.0,1494.0,GasA,5,1,SBrkr,1494,0,1494,1.0,0.0,1,1,1,1,4,5,6,1,4,1,1994.0,0,2.0,478.0,3,3,2,0,0,217,0,0,4,None,0,7,1,WD,Normal,2988.0,2.5,247
2375,5,5,80.0,12000,1,0,9,Lvl,9,Inside,3,Veenker,Norm,Norm,1Fam,1Story,7,6,1980,1980,Hip,CompShg,VinylSd,MetalSd,BrkFace,4,3,CBlock,4,3,3,2,6,0.0,270.0,2002.0,GasA,5,1,SBrkr,2362,0,2362,1.0,0.0,2,1,3,1,4,8,6,1,3,1,1980.0,2,2.0,546.0,4,3,2,0,0,0,0,0,4,None,0,5,1,WD,Normal,4364.0,3.5,196
2376,5,5,94.0,17778,1,0,7,Lvl,9,Inside,3,Veenker,Norm,Norm,1Fam,1Story,8,5,1981,1981,Hip,CompShg,BrkFace,BrkFace,None,4,3,CBlock,4,3,1,0,5,829.0,0.0,2461.0,GasA,4,1,SBrkr,2497,0,2497,1.0,0.0,2,0,2,1,4,7,6,2,4,1,1981.0,2,2.0,676.0,3,3,2,0,0,0,0,0,4,None,0,5,1,WD,Normal,4958.0,3.0,266
2377,5,5,78.0,11700,1,0,9,Lvl,9,Inside,3,NWAmes,RRAn,Norm,1Fam,1Story,6,6,1968,1968,Gable,CompShg,MetalSd,MetalSd,BrkFace,3,3,CBlock,3,3,3,6,6,0.0,912.0,912.0,GasA,5,1,SBrkr,1152,0,1152,1.0,0.0,1,1,3,1,3,7,6,0,0,1,1968.0,2,2.0,412.0,3,3,2,0,0,0,0,0,4,None,0,11,1,CWD,Normal,2064.0,2.5,126
2378,10,5,80.0,8000,1,0,9,Lvl,9,Inside,3,NWAmes,PosA,Norm,1Fam,2Story,6,6,1970,1970,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,3,CBlock,3,3,3,5,6,0.0,93.0,1008.0,GasA,3,1,SBrkr,1403,0,2411,1.0,0.0,2,1,4,1,3,8,6,1,1,1,1970.0,2,2.0,570.0,3,3,2,0,0,0,0,0,4,None,0,8,1,WD,Normal,3419.0,3.5,192
2379,14,5,80.0,8723,1,0,7,Lvl,9,Inside,3,NWAmes,PosN,Norm,1Fam,SFoyer,6,6,1969,1969,Gable,CompShg,HdBoard,HdBoard,None,3,3,PConc,4,3,0,1,6,0.0,0.0,973.0,GasA,5,1,SBrkr,1082,0,1082,1.0,0.0,1,0,3,1,3,6,6,0,0,1,1969.0,3,2.0,480.0,3,3,2,0,0,0,0,0,4,None,0,0,1,WD,Normal,2055.0,2.0,160
2380,5,5,130.0,11700,1,0,9,Lvl,9,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1968,1968,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,PConc,4,3,3,0,6,0.0,385.0,1295.0,GasA,2,1,SBrkr,1295,0,1295,1.0,0.0,1,1,3,1,3,6,6,0,0,1,1968.0,0,2.0,528.0,3,3,2,0,0,200,0,0,4,None,0,6,1,WD,Normal,2590.0,2.5,394
2381,5,5,108.0,11358,1,0,7,Lvl,9,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,7,7,1972,1987,Hip,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,3,1,6,0.0,778.0,1124.0,GasA,3,1,SBrkr,1610,0,1610,0.0,0.0,2,0,3,1,4,8,6,1,3,1,1972.0,2,2.0,515.0,3,3,2,0,0,256,0,0,4,None,0,7,1,WD,Normal,2734.0,2.0,458
2382,5,5,80.0,9547,1,0,9,Lvl,9,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,7,6,1993,1993,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,3,PConc,4,3,3,6,6,0.0,1594.0,1594.0,GasA,5,1,SBrkr,1594,0,1594,0.0,0.0,2,0,2,1,4,6,6,1,3,1,1993.0,2,2.0,472.0,3,3,2,0,0,0,0,0,4,None,0,9,1,WD,Normal,3188.0,2.0,270
2383,10,5,78.0,10530,1,0,9,Lvl,9,Inside,3,NWAmes,Norm,Norm,1Fam,2Story,7,6,1993,1993,Gable,CompShg,MetalSd,MetalSd,BrkFace,4,3,PConc,4,3,3,2,6,0.0,329.0,1148.0,GasA,5,1,SBrkr,1091,0,2075,1.0,0.0,2,1,3,1,4,8,6,1,4,1,1993.0,3,2.0,473.0,3,3,2,0,0,0,0,0,4,None,0,10,1,WD,Normal,3223.0,3.5,321
2384,5,5,88.0,10738,1,0,7,Lvl,9,Corner,3,NWAmes,Norm,Norm,1Fam,1Story,6,7,1966,1966,Hip,CompShg,HdBoard,HdBoard,None,3,3,CBlock,3,3,3,0,6,0.0,301.0,1093.0,GasA,4,1,SBrkr,1093,0,1093,1.0,0.0,2,0,3,1,3,6,6,1,2,1,1966.0,2,2.0,484.0,3,3,2,0,0,0,0,0,2,Shed,400,2,1,WD,Normal,2186.0,3.0,224
2385,5,5,80.0,10800,1,0,9,Lvl,9,Inside,3,NWAmes,Norm,Norm,1Fam,1Story,6,5,1963,1963,Gable,CompShg,HdBoard,HdBoard,BrkFace,3,3,CBlock,3,3,3,1,5,264.0,171.0,1052.0,GasA,3,1,SBrkr,1052,0,1052,1.0,0.0,1,0,3,1,3,6,6,0,0,1,1963.0,0,1.0,311.0,3,3,2,0,0,0,0,0,4,None,0,4,1,COD,Normal,2104.0,2.0,133
2386,5,5,70.0,8050,1,0,9,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,6,1967,1993,Gable,CompShg,MetalSd,MetalSd,None,3,3,CBlock,3,3,3,0,1,38.0,437.0,949.0,GasA,3,1,SBrkr,1107,0,1107,1.0,0.0,1,0,3,1,4,5,6,0,0,1,1967.0,2,1.0,308.0,3,3,2,0,0,0,0,0,4,None,0,5,1,WD,Normal,2056.0,2.0,152
2387,15,5,73.0,10899,1,0,7,Lvl,9,Inside,3,NAmes,Norm,Norm,Duplex,1Story,4,5,1964,1964,Gable,CompShg,HdBoard,HdBoard,None,3,3,Slab,0,0,4,4,4,0.0,0.0,0.0,GasA,3,0,SBrkr,1224,0,1224,0.0,0.0,2,0,2,2,3,8,6,0,0,4,1964.0,3,3.0,530.0,3,3,2,0,0,0,0,0,4,None,0,6,1,WD,Normal,1224.0,2.0,0
2388,5,5,74.0,7450,1,0,7,Lvl,9,Inside,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1956,1956,Hip,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,3,5,3,206.0,250.0,894.0,GasA,4,1,SBrkr,1074,0,1074,0.0,0.0,1,0,2,1,4,6,2,1,4,5,1966.0,3,2.0,396.0,3,3,2,0,0,0,0,0,1,None,0,0,1,WD,Normal,1968.0,1.0,72
2389,5,5,73.0,14357,1,0,7,Lvl,9,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,5,5,1961,1961,Hip,CompShg,Wd Sdng,Wd Sdng,None,3,3,CBlock,3,3,3,0,3,167.0,386.0,864.0,GasA,3,1,SBrkr,1187,0,1187,1.0,0.0,1,0,2,1,3,6,6,1,3,1,1961.0,2,2.0,440.0,3,3,2,0,0,0,0,0,4,None,0,10,1,CWD,Normal,2051.0,2.0,128
2390,5,5,76.0,8243,1,0,7,Lvl,9,CulDSac,3,NAmes,Norm,Norm,1Fam,1Story,5,7,1961,1961,Gable,CompShg,VinylSd,VinylSd,BrkFace,3,4,CBlock,3,3,3,0,6,0.0,264.0,964.0,GasA,5,1,SBrkr,964,0,964,0.0,0.0,1,0,3,1,3,5,6,1,2,5,1985.0,0,2.0,784.0,3,3,2,0,0,0,0,0,0,None,0,4,1,WD,Normal,1928.0,1.0,170
