,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,Total_SF,Total_Bathrooms,Total_porch_sf
1045,5,5.0,0.0,13680,9.0,0.0,7.0,7.0,9.0,5.0,3.0,7,2,2,2.0,2,3,5,62,5,3.0,1,3,14,2,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,1,0,7.458186157340487,0,0,7.458186157340487,0.0,0.0,2,0,4,1,3.0,8,3,1,4.0,1,47,1.0,2.0,452.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,8,3,8,6.0,7.458186157340487,2.0,0
1046,10,5.0,85.0,16056,9.0,0.0,7.0,7.0,9.0,2.0,3.0,22,2,2,2.0,5,9,5,112,56,3.0,1,5,5,3,5.342334251964811,4.0,3.0,6.0,5.0,3.0,3.0,6.0,240.0,1.0,0.0,1752.0,7.597396320212795,1,5.0,1,4,7.597396320212795,876,0,7.9617188159813645,0.0,0.0,3,1,4,1,5.0,11,6,1,4.0,3,97,3.0,3.0,716.0,3.0,3.0,2,5.3706380281276624,4.6913478822291435,0,0,0,0,0.0,4,1,0,9,0,6,1.0,8.488999457045455,3.5,322
1047,5,5.0,57.0,9245,9.0,0.0,5.0,7.0,9.0,2.0,3.0,5,2,2,2.0,2,5,5,101,45,5.0,1,12,13,2,0.0,3.0,3.0,6.0,4.0,3.0,1.0,6.0,686.0,1.0,0.0,304.0,6.898714534329988,1,5.0,1,4,6.898714534329988,0,0,6.898714534329988,0.0,1.0,1,0,3,1,3.0,5,6,0,0.0,5,88,1.0,2.0,672.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,4,2,8,6.0,7.591357046698551,1.5,0
1048,5,5.0,100.0,21750,9.0,0.0,9.0,7.0,9.0,2.0,3.0,11,2,2,2.0,2,5,4,67,56,3.0,1,6,6,1,4.330733340286331,3.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3.0,1,4,7.4798641311650265,0,0,7.4798641311650265,0.0,0.0,1,0,3,1,3.0,9,2,1,3.0,1,52,1.0,2.0,336.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,0,1,0,2,3,8,6.0,7.4798641311650265,1.0,0
1049,5,5.0,60.0,11100,9.0,0.0,9.0,2.0,9.0,2.0,3.0,7,2,2,2.0,2,4,7,53,56,5.0,1,8,8,2,0.0,3.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,5.0,1,4,6.836259277277067,0,0,6.836259277277067,0.0,0.0,1,0,2,1,4.0,6,6,0,0.0,5,38,1.0,1.0,308.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,6,4,8,5.0,6.836259277277067,1.0,0
1050,5,5.0,73.0,8993,9.0,0.0,7.0,7.0,9.0,2.0,3.0,8,2,2,2.0,2,7,5,114,57,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1302.0,7.172424577124845,1,5.0,1,4,7.172424577124845,0,0,7.172424577124845,0.0,0.0,2,0,3,1,4.0,6,6,0,0.0,1,99,3.0,2.0,436.0,3.0,3.0,2,0.0,3.1354942159291497,0,0,0,0,0.0,4,1,0,10,1,6,1.0,7.865187954187467,2.0,22
1051,5,5.0,103.0,11175,9.0,0.0,7.0,7.0,9.0,4.0,3.0,5,2,2,2.0,2,7,5,114,57,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1316.0,7.183111701743281,1,5.0,1,4,7.183111701743281,0,0,7.183111701743281,0.0,0.0,2,0,3,1,4.0,6,6,1,4.0,1,99,3.0,2.0,440.0,3.0,3.0,2,0.0,3.044522437723423,0,0,0,0,0.0,4,1,0,1,1,6,1.0,7.87587915949631,2.0,20
1052,10,5.0,100.0,9500,9.0,0.0,9.0,7.0,9.0,4.0,3.0,12,0,2,2.0,5,6,6,71,28,5.0,1,12,13,0,5.60947179518496,3.0,3.0,5.0,3.0,3.0,1.0,3.0,442.0,1.0,0.0,374.0,6.705639094860003,1,3.0,1,4,7.028201432058005,850,0,7.589841512182657,0.0,1.0,1,1,4,1,3.0,9,6,1,3.0,1,56,2.0,2.0,540.0,3.0,3.0,2,0.0,3.970291913552122,0,0,0,0,0.0,0,1,0,8,1,8,6.0,7.935229539816907,2.0,52
1053,5,5.0,68.0,8562,9.0,0.0,9.0,7.0,9.0,2.0,2.0,7,2,2,2.0,2,5,6,64,52,3.0,1,6,6,3,4.983606621708336,3.0,3.0,5.0,3.0,3.0,3.0,3.0,383.0,1.0,0.0,833.0,7.104144092987527,1,5.0,1,0,7.3310603052186325,0,0,7.3310603052186325,0.0,0.0,1,0,4,1,3.0,7,3,1,4.0,2,49,1.0,1.0,364.0,3.0,3.0,2,4.762173934797756,4.3694478524670215,0,0,0,0,0.0,4,1,0,7,4,8,6.0,7.916807490937603,1.0,194
1054,10,5.0,90.0,11367,9.0,0.0,9.0,7.0,9.0,4.0,3.0,5,2,2,2.0,5,8,5,109,52,5.0,1,12,13,1,5.351858133476067,4.0,3.0,6.0,4.0,3.0,2.0,6.0,932.0,1.0,0.0,133.0,6.97166860472579,1,5.0,1,4,6.9957661563048505,898,0,7.595889917718538,1.0,0.0,2,1,3,1,4.0,7,6,1,4.0,1,94,3.0,2.0,586.0,3.0,3.0,2,5.298317366548036,4.110873864173311,0,0,0,0,0.0,4,1,0,2,0,8,6.0,8.024534871605695,3.5,259
1055,5,5.0,104.0,11361,9.0,0.0,9.0,7.0,9.0,2.0,3.0,14,2,2,2.0,2,6,5,83,26,5.0,1,9,10,1,5.081404364984463,3.0,3.0,5.0,4.0,3.0,1.0,5.0,644.0,1.0,0.0,549.0,7.085064293952548,1,3.0,1,4,7.329093736246592,0,0,7.329093736246592,0.0,1.0,2,0,3,1,3.0,7,6,1,3.0,1,68,3.0,2.0,478.0,3.0,3.0,2,0.0,0.0,0,0,189,0,0.0,2,1,0,7,2,0,5.0,7.907283609426348,2.5,189
1056,0,5.0,43.0,7052,9.0,0.0,7.0,7.0,9.0,2.0,3.0,16,2,2,7.0,2,7,5,112,55,5.0,1,12,13,3,5.484796933490655,4.0,3.0,6.0,4.0,3.0,3.0,6.0,659.0,1.0,0.0,705.0,7.21890970761906,1,5.0,1,4,7.21890970761906,0,0,7.21890970761906,1.0,0.0,2,0,2,1,4.0,6,6,1,4.0,1,97,2.0,2.0,484.0,3.0,3.0,2,5.262690188904886,3.6109179126442243,0,0,0,0,0.0,4,1,0,8,0,8,6.0,7.911690520708339,3.0,228
1057,10,5.0,0.0,29959,9.0,0.0,5.0,7.0,9.0,7.0,3.0,15,2,2,2.0,5,7,6,101,44,5.0,1,6,6,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,6.0,595.0,1.0,0.0,378.0,6.881411303642535,1,5.0,1,4,6.887552571664617,871,0,7.523481312573497,0.0,0.0,2,1,3,1,4.0,7,6,1,4.0,3,86,3.0,2.0,467.0,3.0,3.0,2,5.1298987149230735,4.59511985013459,0,0,0,0,0.0,4,1,0,0,3,8,6.0,7.945909598613133,2.5,266
1058,10,5.0,96.0,11308,9.0,0.0,7.0,7.0,9.0,2.0,3.0,16,2,2,2.0,5,9,5,115,58,5.0,1,12,13,3,5.043425116919247,5.0,3.0,6.0,5.0,3.0,3.0,6.0,936.0,1.0,0.0,168.0,7.007600613951853,1,5.0,1,4,7.030857476116121,1054,0,7.68937110752969,1.0,0.0,2,1,3,1,5.0,10,6,1,4.0,1,100,3.0,3.0,836.0,3.0,3.0,2,0.0,4.634728988229636,0,0,0,0,0.0,4,1,0,9,3,8,6.0,8.098338846189057,3.5,102
1059,9,5.0,0.0,11275,9.0,0.0,7.0,5.0,9.0,4.0,2.0,6,2,2,2.0,0,6,7,42,0,5.0,1,8,8,1,6.175867270105761,3.0,3.0,5.0,3.0,3.0,2.0,3.0,297.0,2.0,557.0,0.0,6.75110146893676,1,3.0,1,4,7.00033446027523,895,0,7.596894438144544,0.0,0.0,1,1,3,1,3.0,7,6,1,4.0,5,69,1.0,2.0,432.0,3.0,2.0,2,0.0,0.0,19,0,0,0,0.0,4,1,0,5,1,8,6.0,7.953669778649798,1.5,19
1060,0,5.0,41.0,4920,9.0,0.0,9.0,7.0,9.0,2.0,3.0,22,2,2,7.0,2,8,5,108,51,5.0,1,5,5,2,0.0,4.0,3.0,6.0,4.0,3.0,2.0,6.0,616.0,1.0,0.0,722.0,7.199678345691172,1,5.0,1,4,7.199678345691172,0,0,7.199678345691172,1.0,0.0,2,0,2,1,4.0,6,6,0,0.0,1,93,3.0,2.0,582.0,3.0,3.0,2,0.0,0.0,170,0,0,0,0.0,4,1,0,6,4,8,6.0,7.892452043520352,3.0,170
1062,4,8.0,85.0,13600,9.0,3.0,9.0,7.0,9.0,2.0,3.0,17,2,2,4.0,5,5,5,12,0,5.0,1,13,14,2,0.0,3.0,3.0,4.0,3.0,3.0,1.0,1.0,0.0,1.0,0.0,662.0,6.4967749901858625,1,3.0,0,4,7.260522598089852,915,0,7.757051142032013,0.0,0.0,2,0,5,2,3.0,10,3,0,0.0,5,37,1.0,2.0,560.0,3.0,3.0,2,0.0,4.060443010546419,0,0,0,0,0.0,4,1,0,11,1,8,6.0,8.006367567650246,2.0,57
1063,6,8.0,50.0,6000,9.0,0.0,9.0,7.0,9.0,2.0,3.0,17,0,2,2.0,2,6,6,35,30,5.0,1,8,8,2,0.0,3.0,4.0,4.0,3.0,3.0,1.0,4.0,397.0,1.0,0.0,706.0,7.00669522683704,1,4.0,1,4,7.00669522683704,0,0,7.00669522683704,0.0,0.0,1,0,2,1,4.0,5,6,1,4.0,5,68,1.0,2.0,440.0,3.0,3.0,2,5.117993812416755,4.795790545596741,0,0,0,0,0.0,2,1,0,9,0,8,6.0,7.699389406256737,1.0,286
1064,5,5.0,0.0,11000,9.0,0.0,7.0,7.0,9.0,5.0,3.0,12,2,2,2.0,2,5,6,73,16,5.0,1,9,10,1,5.303304908059076,3.0,3.0,5.0,3.0,3.0,2.0,4.0,740.0,3.0,230.0,184.0,7.051855622955894,1,5.0,1,4,7.051855622955894,0,0,7.051855622955894,0.0,0.0,1,1,3,1,3.0,6,6,1,1.0,1,58,2.0,2.0,480.0,3.0,3.0,2,0.0,4.07753744390572,0,0,0,0,0.0,2,1,0,2,3,8,6.0,7.744569809354496,1.5,58
1065,10,5.0,80.0,14000,9.0,0.0,9.0,7.0,9.0,2.0,2.0,4,2,2,2.0,5,7,5,103,47,5.0,1,13,14,2,0.0,4.0,3.0,6.0,5.0,3.0,5.0,6.0,1201.0,1.0,0.0,105.0,7.175489713624222,1,5.0,1,4,7.175489713624222,954,0,7.72356247227797,1.0,0.0,2,1,3,1,4.0,7,6,0,0.0,1,88,2.0,2.0,533.0,3.0,3.0,2,5.6937321388027,3.8066624897703196,0,0,0,0,0.0,4,1,0,6,4,8,6.0,8.17948018535889,3.5,340
1066,10,5.0,59.0,7837,9.0,0.0,7.0,7.0,9.0,2.0,3.0,8,2,2,2.0,5,6,7,100,44,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,799.0,6.684611727667927,1,4.0,1,4,6.684611727667927,772,0,7.360103972989152,0.0,0.0,2,1,3,1,3.0,7,6,1,3.0,1,85,2.0,2.0,380.0,3.0,3.0,2,0.0,3.713572066704308,0,0,0,0,0.0,4,1,0,7,3,8,6.0,7.771067086065406,2.5,40
1067,10,5.0,80.0,9760,9.0,0.0,9.0,7.0,9.0,2.0,2.0,12,2,2,2.0,5,6,6,71,14,5.0,1,6,6,1,5.8888779583328805,3.0,3.0,5.0,3.0,3.0,5.0,6.0,674.0,2.0,106.0,0.0,6.660575149839686,1,3.0,1,4,6.683360945766275,813,0,7.385230923066573,1.0,0.0,1,1,4,1,3.0,7,6,0,0.0,1,56,2.0,2.0,442.0,3.0,3.0,2,5.796057750765372,4.859812404361672,0,0,189,0,0.0,4,1,0,8,2,8,6.0,7.779885115070522,2.5,645
1068,2,8.0,42.0,3964,9.0,0.0,9.0,7.0,9.0,2.0,3.0,10,2,2,7.0,5,6,4,80,23,5.0,1,5,5,2,0.0,3.0,3.0,5.0,4.0,3.0,1.0,5.0,837.0,1.0,0.0,105.0,6.849066282633458,1,4.0,1,4,7.163946684342547,1230,0,7.8328075165248645,1.0,0.0,2,1,5,1,3.0,10,0,1,4.0,1,65,3.0,2.0,576.0,3.0,3.0,2,6.591673732008658,3.044522437723423,0,0,0,0,0.0,0,1,0,8,0,8,6.0,8.150179269682326,3.5,748
1069,8,5.0,60.0,9600,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,1,5,7,56,53,5.0,1,8,8,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,220.0,1.0,0.0,625.0,6.740519359606223,1,3.0,1,4,6.795705775173514,0,0,6.795705775173514,0.0,1.0,1,0,2,1,4.0,4,6,0,0.0,5,77,1.0,2.0,576.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,7,1,8,6.0,7.461065514354283,1.5,0
1070,5,5.0,72.0,10152,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,5,5,63,6,3.0,1,8,8,1,4.795790545596741,3.0,3.0,5.0,3.0,3.0,1.0,4.0,586.0,1.0,0.0,462.0,6.955592608396297,1,3.0,1,4,6.955592608396297,0,0,6.955592608396297,1.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,48,1.0,1.0,286.0,3.0,3.0,2,0.0,3.044522437723423,0,0,192,0,0.0,4,1,0,8,1,8,6.0,7.64826303090192,2.0,212
1071,10,5.0,78.0,11700,9.0,0.0,9.0,7.0,9.0,2.0,3.0,14,6,2,2.0,5,6,6,75,18,5.0,1,8,8,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,3.0,298.0,1.0,0.0,429.0,6.590301048196686,1,5.0,1,4,6.721425700790643,727,0,7.350516171833998,0.0,0.0,1,1,4,1,3.0,8,6,0,0.0,1,60,1.0,2.0,441.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,7,3,8,6.0,7.7336835707759,1.5,0
1072,9,5.0,50.0,7585,9.0,0.0,9.0,7.0,9.0,2.0,3.0,7,0,2,2.0,0,5,3,55,0,5.0,1,8,8,2,0.0,3.0,3.0,5.0,2.0,2.0,2.0,1.0,0.0,1.0,0.0,810.0,6.698268054115413,1,2.0,1,0,6.910750787961936,454,0,7.284134806195205,1.0,1.0,1,0,4,1,3.0,7,6,1,3.0,5,46,1.0,1.0,280.0,3.0,3.0,1,0.0,0.0,0,0,0,0,0.0,4,1,0,10,0,8,6.0,7.726212650507529,2.5,0
1073,10,5.0,75.0,7950,9.0,0.0,7.0,6.0,9.0,4.0,3.0,7,2,2,2.0,5,6,6,84,27,3.0,1,6,10,1,4.948759890378168,3.0,3.0,5.0,3.0,3.0,1.0,4.0,535.0,1.0,0.0,155.0,6.53813982376767,1,3.0,1,4,6.54965074223381,728,0,7.2633296174768365,0.0,0.0,1,1,3,1,3.0,6,6,0,0.0,1,69,3.0,2.0,440.0,3.0,3.0,2,5.53338948872752,0.0,0,0,0,0,0.0,2,1,0,9,3,8,6.0,7.6577552711348655,1.5,252
1074,5,5.0,74.0,8556,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,2,7,5,113,56,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,3.0,1.0,0.0,1.0,0.0,1240.0,7.123672785204607,1,5.0,1,4,7.123672785204607,0,0,7.123672785204607,0.0,0.0,2,0,2,1,4.0,5,6,0,0.0,1,98,2.0,3.0,826.0,3.0,3.0,2,4.948759890378168,4.543294782270004,0,0,0,0,0.0,4,1,0,7,1,8,6.0,7.816416983691801,2.0,233
1075,11,5.0,75.0,13125,9.0,0.0,9.0,7.0,9.0,2.0,3.0,6,2,2,2.0,5,7,6,49,34,5.0,1,13,14,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,410.0,1.0,0.0,390.0,6.68586094706836,1,3.0,1,4,6.8679744089702925,780,0,7.462214939768189,0.0,0.0,1,1,3,1,3.0,6,6,2,4.0,1,33,1.0,1.0,240.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,9,1,1,6.0,7.840312983320164,1.5,0
1076,9,5.0,60.0,10800,9.0,3.0,9.0,7.0,9.0,2.0,3.0,17,2,2,2.0,0,5,8,45,39,5.0,1,13,14,2,0.0,3.0,3.0,5.0,2.0,3.0,1.0,5.0,626.0,1.0,0.0,170.0,6.680854678790215,1,4.0,1,4,7.00033446027523,370,0,7.2909747781429814,0.0,1.0,2,0,3,1,4.0,7,2,1,3.0,1,42,1.0,2.0,566.0,3.0,3.0,2,6.07993319509559,3.091042453358316,0,0,0,0,0.0,4,3,500,6,0,8,6.0,7.724446645633537,2.5,457
1077,5,5.0,0.0,15870,9.0,0.0,7.0,7.0,9.0,4.0,3.0,12,2,2,2.0,2,5,5,76,19,5.0,1,12,10,2,0.0,3.0,3.0,5.0,3.0,3.0,2.0,4.0,75.0,3.0,791.0,230.0,7.00033446027523,1,5.0,1,4,7.00033446027523,0,0,7.00033446027523,1.0,0.0,1,0,3,1,3.0,6,6,0,0.0,1,61,3.0,1.0,299.0,3.0,3.0,2,5.484796933490655,3.4965075614664802,0,0,0,0,0.0,4,1,0,5,0,8,5.0,7.693025748417888,2.0,272
1078,0,8.0,37.0,4435,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,7.0,2,6,5,111,54,5.0,1,12,13,1,5.135798437050262,4.0,3.0,6.0,4.0,3.0,2.0,6.0,662.0,1.0,0.0,186.0,6.744059186311348,1,5.0,1,4,6.744059186311348,0,0,6.744059186311348,1.0,0.0,1,0,1,1,4.0,3,6,1,4.0,1,96,2.0,2.0,420.0,3.0,3.0,2,4.948759890378168,0.0,0,0,0,0,0.0,4,1,0,7,0,8,6.0,7.436617265234227,2.0,140
1079,5,5.0,65.0,8775,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,2,5,5,101,44,5.0,1,12,13,2,0.0,3.0,3.0,6.0,4.0,3.0,1.0,6.0,495.0,1.0,0.0,495.0,6.898714534329988,1,4.0,1,4,6.898714534329988,0,0,6.898714534329988,0.0,0.0,1,0,3,1,3.0,5,6,0,0.0,1,88,1.0,1.0,299.0,3.0,3.0,2,0.0,4.174387269895637,0,0,0,0,0.0,4,1,0,6,1,8,6.0,7.591357046698551,1.0,64
1080,5,5.0,80.0,11040,9.0,0.0,9.0,7.0,9.0,2.0,3.0,14,2,2,2.0,2,6,7,78,54,5.0,1,12,13,1,4.976733742420574,4.0,4.0,5.0,3.0,3.0,1.0,5.0,656.0,1.0,0.0,602.0,7.138073034044347,1,5.0,1,4,7.138073034044347,0,0,7.138073034044347,0.0,1.0,2,0,3,1,4.0,5,6,0,0.0,1,63,2.0,2.0,528.0,3.0,3.0,2,4.02535169073515,0.0,0,216,0,0,0.0,4,1,0,1,2,0,5.0,7.830822995135316,2.5,271
1081,5,5.0,75.0,7500,9.0,0.0,9.0,7.0,9.0,4.0,3.0,19,1,2,2.0,2,5,5,70,13,5.0,1,6,6,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,5.0,824.0,1.0,0.0,216.0,6.947937068614969,1,2.0,1,4,6.947937068614969,0,0,6.947937068614969,1.0,0.0,1,1,3,1,3.0,5,6,0,0.0,1,55,3.0,1.0,308.0,3.0,3.0,2,0.0,0.0,220,0,0,0,0.0,2,1,0,8,4,8,6.0,7.640603826393634,2.5,220
1082,5,5.0,70.0,8749,9.0,0.0,9.0,7.0,9.0,2.0,3.0,5,2,2,2.0,2,7,5,109,52,5.0,1,12,13,1,4.61512051684126,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,1459.0,7.286191714702382,1,5.0,1,4,7.286191714702382,0,0,7.286191714702382,0.0,0.0,2,0,3,1,4.0,6,6,1,4.0,1,94,2.0,2.0,527.0,3.0,3.0,2,5.262690188904886,3.6888794541139363,0,0,0,0,0.0,4,1,0,11,1,8,6.0,7.978996370854115,2.0,231
1083,5,5.0,80.0,8800,9.0,0.0,9.0,7.0,9.0,2.0,3.0,12,2,2,2.0,2,6,6,71,14,3.0,1,6,6,1,6.054439346269371,3.0,3.0,5.0,3.0,3.0,1.0,4.0,553.0,1.0,0.0,698.0,7.132497551660044,1,3.0,1,4,7.132497551660044,0,0,7.132497551660044,1.0,0.0,1,0,3,1,3.0,6,6,2,4.0,1,56,2.0,1.0,461.0,3.0,3.0,2,0.0,4.762173934797756,0,0,0,0,0.0,2,3,700,5,0,8,6.0,7.8252452914317745,2.0,116
1084,10,5.0,0.0,13031,9.0,0.0,5.0,7.0,9.0,4.0,3.0,8,2,2,2.0,5,6,5,102,46,5.0,1,6,6,2,0.0,3.0,3.0,6.0,4.0,3.0,1.0,5.0,592.0,1.0,0.0,99.0,6.539585955617669,1,4.0,1,4,6.539585955617669,807,0,7.312553498102598,0.0,0.0,2,1,3,1,3.0,6,6,1,3.0,1,87,3.0,2.0,409.0,3.0,3.0,2,5.755742213586912,3.8066624897703196,0,0,0,0,0.0,4,1,0,9,0,8,6.0,7.691656822810547,2.5,359
1085,14,5.0,73.0,9069,9.0,0.0,9.0,7.0,9.0,2.0,3.0,20,2,2,2.0,6,6,6,99,42,5.0,1,6,6,2,0.0,3.0,3.0,6.0,4.0,3.0,3.0,6.0,747.0,1.0,0.0,189.0,6.842683282238422,1,5.0,1,4,6.904750769961838,0,0,6.904750769961838,1.0,0.0,1,0,2,1,4.0,5,6,0,0.0,1,84,1.0,2.0,564.0,3.0,3.0,2,4.795790545596741,0.0,0,0,0,0,0.0,4,1,0,6,4,8,6.0,7.566828479208331,2.0,120
1086,2,8.0,0.0,1974,9.0,0.0,9.0,7.0,9.0,2.0,3.0,10,2,2,7.0,5,4,5,80,23,5.0,1,5,5,2,0.0,3.0,3.0,5.0,3.0,3.0,1.0,4.0,334.0,1.0,0.0,212.0,6.304448802421981,1,3.0,1,4,6.304448802421981,546,0,6.996681488176539,0.0,0.0,1,1,3,1,3.0,6,6,0,0.0,1,65,2.0,1.0,286.0,3.0,3.0,2,4.795790545596741,4.574710978503383,0,0,0,0,0.0,4,1,0,7,4,8,6.0,7.40184157874383,1.5,216
1087,10,1.0,85.0,10574,9.0,0.0,9.0,7.0,9.0,2.0,3.0,21,2,2,2.0,5,8,5,112,56,5.0,1,12,13,2,0.0,4.0,3.0,6.0,4.0,3.0,2.0,1.0,0.0,1.0,0.0,1082.0,6.9874902470009905,1,5.0,1,4,6.9874902470009905,871,0,7.577633832602728,0.0,0.0,2,1,3,1,4.0,9,6,1,4.0,1,97,2.0,3.0,1043.0,3.0,3.0,2,5.081404364984463,3.9318256327243257,0,0,0,0,0.0,4,1,0,7,3,8,6.0,8.01829613851552,2.5,210
1088,2,8.0,24.0,2522,9.0,0.0,9.0,7.0,9.0,2.0,3.0,7,2,2,7.0,5,7,5,111,54,5.0,1,12,13,3,3.9318256327243257,4.0,3.0,6.0,4.0,3.0,1.0,1.0,0.0,1.0,0.0,970.0,6.878326468291325,1,5.0,1,4,6.878326468291325,739,0,7.444248649496705,0.0,0.0,2,0,3,1,4.0,7,0,0,0.0,5,96,1.0,2.0,380.0,3.0,3.0,2,0.0,3.713572066704308,0,0,0,0,0.0,4,1,0,6,0,8,6.0,7.893572073504902,2.0,40
1089,0,1.0,37.0,3316,9.0,6.0,7.0,7.0,9.0,2.0,3.0,21,2,2,7.0,2,8,5,112,55,5.0,1,8,8,2,0.0,4.0,3.0,6.0,4.0,3.0,1.0,6.0,1039.0,1.0,0.0,208.0,7.129297548929373,1,5.0,1,4,7.129297548929373,0,0,7.129297548929373,1.0,0.0,1,1,1,1,4.0,4,6,1,4.0,1,97,3.0,2.0,550.0,3.0,3.0,2,0.0,4.442651256490317,0,0,0,0,0.0,4,1,0,6,0,8,6.0,7.822044008185619,2.5,84
1090,15,5.0,60.0,8544,9.0,0.0,9.0,7.0,9.0,4.0,3.0,12,2,2,5.0,2,3,4,57,0,5.0,1,3,3,2,0.0,3.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2.0,0,0,6.947937068614969,0,0,6.947937068614969,0.0,0.0,2,0,2,2,3.0,6,6,0,0.0,5,79,1.0,2.0,400.0,3.0,3.0,2,0.0,0.0,0,0,0,0,0.0,4,1,0,8,3,8,6.0,6.947937068614969,2.0,0
1091,2,1.0,24.0,2160,9.0,6.0,9.0,7.0,9.0,2.0,3.0,21,2,2,7.0,5,7,5,106,50,5.0,1,8,8,1,5.3612921657094255,4.0,3.0,6.0,4.0,3.0,1.0,4.0,510.0,1.0,0.0,90.0,6.398594934535208,1,5.0,1,4,6.437751649736401,628,0,7.133295954896068,1.0,0.0,2,1,2,1,4.0,4,6,0,0.0,5,91,1.0,2.0,462.0,3.0,3.0,2,0.0,3.8918202981106265,0,0,0,0,0.0,4,1,0,5,2,8,6.0,7.52456122628536,3.5,48
1092,9,5.0,60.0,8400,9.0,0.0,9.0,6.0,9.0,2.0,3.0,18,2,2,2.0,0,6,5,35,0,5.0,1,8,8,2,0.0,3.0,3.0,6.0,3.0,3.0,1.0,3.0,423.0,1.0,0.0,758.0,7.074963197966044,1,2.0,1,4,7.237778191923443,304,0,7.43543801981455,0.0,0.0,2,0,4,1,3.0,7,6,1,4.0,5,18,1.0,2.0,576.0,3.0,3.0,2,5.8377304471659395,0.0,128,0,0,0,0.0,4,1,0,8,2,8,6.0,7.964155718840937,2.0,470
1093,5,5.0,71.0,9230,9.0,0.0,9.0,7.0,9.0,4.0,3.0,12,1,2,2.0,2,5,8,72,48,3.0,1,8,8,1,5.117993812416755,3.0,3.0,5.0,3.0,3.0,2.0,6.0,661.0,1.0,0.0,203.0,6.762729506931879,1,4.0,1,4,7.0909098220799835,0,0,7.0909098220799835,1.0,0.0,1,1,1,1,4.0,6,6,0,0.0,5,69,1.0,2.0,884.0,3.0,3.0,2,0.0,4.174387269895637,0,0,0,0,0.0,2,1,0,1,0,8,6.0,7.632885505395133,2.5,64
